Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
153	-1183.205	-1168.047	-15.15759	2.220757	0.00413192	0.00754038	0.0103472	0.00852835	0.00303709	0.00639867	1.57763	2.87902	3.95069	3.25624	1.1596	2.4431	0.00522447	1.99478	0.0511769	19.5401	0.790879	1.44328	1.98052	1.63238	0.58132	1.22475	2.22076	2.22076	0.00155251	0.0669855	0.003848	0.0435818	0.0510173	0.00155251	0.108391	0.0814615	0.110838	0.0112764	0.0669855	0.108391	0.293193	0.0882793	0.0568415	0.003848	0.0814615	0.293193	0.0836472	0.0208466	0.0435818	0.110838	0.0882793	0.0836472	0.0783047	0.0510173	0.0112764	0.0568415	0.0208466	0.0783047	4.406985
154	-1191.179	-1172.28	-18.89846	2.304992	0.000774291	0.0015039	0.00206371	0.00170095	0.00109662	0.00127619	1.48538	2.88506	3.95898	3.26307	2.10373	2.44822	0.001042	1.99896	0.0228314	43.7993	0.743079	1.44328	1.98052	1.63238	1.05241	1.22475	2.30499	2.30499	0.0012121	0.0736828	0.003848	0.0499723	0.0563609	0.0012121	0.108428	0.0588346	0.110189	0.00925248	0.0736828	0.108428	0.308021	0.0837263	0.0775109	0.003848	0.0588346	0.308021	0.109014	0.0225083	0.0499723	0.110189	0.0837263	0.109014	0.0741457	0.0563609	0.00925248	0.0775109	0.0225083	0.0741457	5.60367
155	-1192.02	-1174.405	-17.61461	2.304992	0.00125147	0.00294472	0.00393979	0.00324726	0.00119983	0.00244378	1.25696	2.95766	3.9571	3.26152	1.20511	2.45451	0.00198927	1.99801	0.0315535	31.6922	0.629108	1.4803	1.98052	1.63238	0.603152	1.22848	2.30499	2.30499	0.00121107	0.0707582	0.0030617	0.0471673	0.0627008	0.00121107	0.113933	0.0588346	0.0793154	0.0110024	0.0707582	0.113933	0.367232	0.0825408	0.0675377	0.0030617	0.0588346	0.367232	0.109014	0.0221932	0.0471673	0.0793154	0.0825408	0.109014	0.0750175	0.0627008	0.0110024	0.0675377	0.0221932	0.0750175	5.123976
156	-1192.835	-1178.461	-14.37451	1.943259	0.000939741	0.00206948	0.00276879	0.00228209	0.000810683	0.00199063	1.34346	2.95853	3.95827	3.26249	1.15895	2.8458	0.00139801	1.9986	0.026448	37.8101	0.672198	1.4803	1.98052	1.63238	0.579883	1.4239	1.94326	1.94326	0.00114111	0.0668199	0.00298635	0.0443821	0.0839767	0.00114111	0.108187	0.0588346	0.100044	0.00943483	0.0668199	0.108187	0.324034	0.0662791	0.0702421	0.00298635	0.0588346	0.324034	0.0910151	0.0291937	0.0443821	0.100044	0.0662791	0.0910151	0.0492672	0.0839767	0.00943483	0.0702421	0.0291937	0.0492672	5.385665
157	-1187.231	-1172.41	-14.82107	1.990862	0.00255898	0.00460443	0.00616035	0.00467947	0.00242475	0.00315246	1.64284	2.956	3.95488	3.00417	1.55667	2.02385	0.00311047	1.99689	0.0394672	25.3375	0.822699	1.4803	1.98052	1.50443	0.779546	1.0135	1.99086	1.99086	0.00119025	0.0911132	0.00477176	0.0443821	0.08737	0.00119025	0.108187	0.0887112	0.0948801	0.00930698	0.0911132	0.108187	0.338921	0.0727075	0.0702421	0.00477176	0.0887112	0.338921	0.111303	0.0236619	0.0443821	0.0948801	0.0727075	0.111303	0.0639372	0.08737	0.00930698	0.0702421	0.0236619	0.0639372	4.792195
158	-1191.351	-1172.612	-18.73881	2.284636	0.00364294	0.00460443	0.00623492	0.00467947	0.00242475	0.00378846	2.33873	2.956	4.00276	3.00417	1.55667	2.43216	0.00311047	1.99689	0.0394672	25.3375	1.17119	1.4803	2.0045	1.50443	0.779546	1.21797	2.28464	2.28464	0.00118966	0.0715538	0.00611865	0.0305248	0.0781197	0.00118966	0.091862	0.106826	0.103171	0.0106673	0.0715538	0.091862	0.341033	0.0727075	0.0759877	0.00611865	0.106826	0.341033	0.111053	0.0198134	0.0305248	0.103171	0.0727075	0.111053	0.169481	0.0781197	0.0106673	0.0759877	0.0198134	0.169481	4.792195
159	-1192.054	-1173.813	-18.24146	2.37572	0.00364294	0.00461361	0.00623492	0.00467947	0.00222996	0.00378846	2.33873	2.9619	4.00276	3.00417	1.43162	2.43216	0.00311047	1.99689	0.0394672	25.3375	1.17119	1.48325	2.0045	1.50443	0.716923	1.21797	2.37572	2.37572	0.00112897	0.0662953	0.0120028	0.0238905	0.0593793	0.00112897	0.091862	0.0759955	0.083484	0.0137319	0.0662953	0.091862	0.315984	0.0727075	0.071509	0.0120028	0.0759955	0.315984	0.0772092	0.019588	0.0238905	0.083484	0.0727075	0.0772092	0.168214	0.0593793	0.0137319	0.071509	0.019588	0.168214	4.792195
160	-1191.411	-1175.066	-16.3451	2.37572	0.0107689	0.0182854	0.0247112	0.0185464	0.00883814	0.0129432	1.73632	2.94822	3.98428	2.9903	1.42501	2.08688	0.0123279	1.98767	0.0787539	12.6978	0.873542	1.48325	2.0045	1.50443	0.716923	1.04991	2.37572	2.37572	0.00112897	0.0648585	0.0140651	0.0224784	0.0486554	0.00112897	0.123978	0.0849176	0.0963069	0.0136903	0.0648585	0.123978	0.293787	0.10294	0.0852748	0.0140651	0.0849176	0.293787	0.0611773	0.00995717	0.0224784	0.0963069	0.10294	0.0611773	0.160941	0.0486554	0.0136903	0.0852748	0.00995717	0.160941	3.767926
161	-1192.794	-1175.775	-17.01925	2.288653	0.00465181	0.00844076	0.0106744	0.00801141	0.00381778	0.00559103	1.74243	3.16166	3.99832	3.00084	1.43003	2.09424	0.00532523	1.99467	0.0516694	19.3538	0.873542	1.58505	2.0045	1.50443	0.716923	1.04991	2.28865	2.28865	0.00106072	0.0659841	0.00970888	0.0207978	0.0608106	0.00106072	0.100306	0.106156	0.0650411	0.0189058	0.0659841	0.100306	0.293787	0.119652	0.0763845	0.00970888	0.106156	0.293787	0.0881897	0.0113052	0.0207978	0.0650411	0.119652	0.0881897	0.183135	0.0608106	0.0189058	0.0763845	0.0113052	0.183135	4.392788
162	-1194.368	-1176.865	-17.50373	2.288653	0.00600205	0.00876649	0.0107856	0.00830168	0.00335111	0.00658381	2.16443	3.16134	3.88947	2.99372	1.20846	2.37423	0.00553073	1.99447	0.0526596	18.9899	1.08522	1.58505	1.95013	1.50101	0.605908	1.19041	2.28865	2.28865	0.0012401	0.0888628	0.00840192	0.0287531	0.0683921	0.0012401	0.0926727	0.129764	0.071433	0.0197145	0.0888628	0.0926727	0.303224	0.106325	0.0663407	0.00840192	0.129764	0.303224	0.106755	0.0195827	0.0287531	0.071433	0.106325	0.106755	0.152706	0.0683921	0.0197145	0.0663407	0.0195827	0.152706	4.364642
163	-1190.577	-1174.914	-15.66251	2.147651	0.00469981	0.00801585	0.00955645	0.00759083	0.00306417	0.0058914	1.85398	3.16209	3.76982	2.99443	1.20875	2.32403	0.00505715	1.99494	0.0503487	19.8615	0.92934	1.58505	1.88969	1.50101	0.605908	1.16496	2.14765	2.14765	0.00151797	0.0888628	0.0140573	0.0226603	0.0573784	0.00151797	0.0926727	0.0936529	0.0877844	0.0212248	0.0888628	0.0926727	0.314658	0.0902122	0.0623355	0.0140573	0.0936529	0.314658	0.0896067	0.0224328	0.0226603	0.0877844	0.0902122	0.0896067	0.152706	0.0573784	0.0212248	0.0623355	0.0224328	0.152706	4.431177
164	-1187.262	-1171.085	-16.17715	2.252163	0.00402069	0.00801585	0.00955645	0.00796827	0.00353928	0.00623011	1.58608	3.16209	3.76982	3.14332	1.39617	2.45765	0.00505715	1.99494	0.0503487	19.8615	0.79505	1.58505	1.88969	1.57564	0.699857	1.23194	2.25216	2.25216	0.00159324	0.0955363	0.0113292	0.0207544	0.0426088	0.00159324	0.119972	0.0936529	0.095136	0.0189623	0.0955363	0.119972	0.291596	0.0806644	0.0523846	0.0113292	0.0936529	0.291596	0.0875712	0.0234337	0.0207544	0.095136	0.0806644	0.0875712	0.118819	0.0426088	0.0189623	0.0523846	0.0234337	0.118819	4.431177
165	-1186.901	-1171.7	-15.20055	2.06215	0.00186437	0.00388389	0.00463035	0.00386084	0.00152522	0.00301865	1.51987	3.16622	3.77475	3.14743	1.24339	2.46086	0.00245033	1.99755	0.0350238	28.552	0.760866	1.58505	1.88969	1.57564	0.622457	1.23194	2.06215	2.06215	0.001115	0.0669897	0.0149501	0.0195167	0.0376935	0.001115	0.119972	0.0936529	0.139003	0.0218186	0.0669897	0.119972	0.291596	0.0872963	0.0512794	0.0149501	0.0936529	0.291596	0.0887419	0.0238868	0.0195167	0.139003	0.0872963	0.0887419	0.0951424	0.0376935	0.0218186	0.0512794	0.0238868	0.0951424	4.969279
166	-1183.909	-1166.984	-16.92531	2.200239	0.00212396	0.00388389	0.00480911	0.00386084	0.00152522	0.0024108	1.73149	3.16622	3.92047	3.14743	1.24339	1.96533	0.00245033	1.99755	0.0350238	28.552	0.866806	1.58505	1.96264	1.57564	0.622457	0.983871	2.20024	2.20024	0.001115	0.0678091	0.012451	0.0176112	0.0548175	0.001115	0.114749	0.0908991	0.14414	0.0132534	0.0678091	0.114749	0.322832	0.0944109	0.0618478	0.012451	0.0908991	0.322832	0.102481	0.0259838	0.0176112	0.14414	0.0944109	0.102481	0.0875073	0.0548175	0.0132534	0.0618478	0.0259838	0.0875073	4.969279
167	-1184.317	-1168.565	-15.75139	2.074858	0.00212396	0.00388389	0.00480911	0.00386084	0.00190514	0.0024108	1.73149	3.16622	3.92047	3.14743	1.5531	1.96533	0.00245033	1.99755	0.0350238	28.552	0.866806	1.58505	1.96264	1.57564	0.777504	0.983871	2.07486	2.07486	0.0013222	0.0721612	0.00991334	0.0187755	0.059844	0.0013222	0.110582	0.110703	0.0930617	0.013068	0.0721612	0.110582	0.326951	0.0861871	0.0643396	0.00991334	0.110703	0.326951	0.0924029	0.0285233	0.0187755	0.0930617	0.0861871	0.0924029	0.0947665	0.059844	0.013068	0.0643396	0.0285233	0.0947665	4.969279
168	-1183.288	-1164.863	-18.42546	2.52734	0.00428514	0.00827633	0.0104408	0.00822721	0.00329273	0.00733217	1.63706	3.16183	3.98873	3.14306	1.25793	2.80113	0.00522149	1.99478	0.0511623	19.5456	0.820674	1.58505	1.99959	1.57564	0.63061	1.40423	2.52734	2.52734	0.00112047	0.0674192	0.00906573	0.0176187	0.0401499	0.00112047	0.116855	0.0856959	0.08902	0.00998826	0.0674192	0.116855	0.309736	0.0991146	0.0775224	0.00906573	0.0856959	0.309736	0.0858908	0.0263637	0.0176187	0.08902	0.0991146	0.0858908	0.0840762	0.0401499	0.00998826	0.0775224	0.0263637	0.0840762	4.40741
169	-1182.315	-1164.635	-17.68003	2.435567	0.00297784	0.0057514	0.00725555	0.00571727	0.00228819	0.00394133	1.63837	3.16435	3.99191	3.14557	1.25893	2.16847	0.00362853	1.99637	0.0426329	23.4561	0.820674	1.58505	1.99959	1.57564	0.63061	1.08621	2.43557	2.43557	0.0014212	0.0711245	0.0101184	0.0273058	0.0616806	0.0014212	0.114161	0.078365	0.0951399	0.00967195	0.0711245	0.114161	0.286482	0.092901	0.0736798	0.0101184	0.078365	0.286482	0.0759775	0.0285498	0.0273058	0.0951399	0.092901	0.0759775	0.0799283	0.0616806	0.00967195	0.0736798	0.0285498	0.0799283	4.677802
170	-1185.84	-1165.518	-20.32143	2.183873	0.000140906	0.000192312	0.000252199	0.000198729	7.82548e-05	0.000148307	2.23423	3.04935	3.99892	3.15109	1.24083	2.35159	0.000126126	1.99987	0.00794146	125.921	1.11719	1.52477	1.99959	1.57564	0.620452	1.17587	2.18387	2.18387	0.00127331	0.0623025	0.0106279	0.0270681	0.0573245	0.00127331	0.129218	0.0982482	0.123957	0.00912907	0.0623025	0.129218	0.300842	0.092901	0.0708944	0.0106279	0.0982482	0.300842	0.0764746	0.0309048	0.0270681	0.123957	0.092901	0.0764746	0.0549646	0.0573245	0.00912907	0.0708944	0.0309048	0.0549646	7.169358
171	-1191	-1167.798	-23.20275	2.527985	0.000125928	0.000164933	0.000225391	0.000177605	6.99366e-05	0.000138727	2.23425	2.92629	3.99894	3.15111	1.24083	2.46134	0.000112719	1.99989	0.0075075	133.2	1.11719	1.46323	1.99959	1.57564	0.620452	1.23074	2.52799	2.52799	0.000845227	0.0549569	0.0106449	0.02365	0.05517	0.000845227	0.129255	0.101724	0.105249	0.0165162	0.0549569	0.129255	0.300842	0.107248	0.0708944	0.0106449	0.101724	0.300842	0.0654441	0.0255189	0.02365	0.105249	0.107248	0.0654441	0.0371258	0.05517	0.0165162	0.0708944	0.0255189	0.0371258	7.252672
172	-1183.122	-1167.986	-15.13676	2.170055	0.00249391	0.00393877	0.00538254	0.00424137	0.00167015	0.00302337	1.85045	2.92252	3.99379	3.14705	1.23923	2.24331	0.00269183	1.99731	0.0367114	27.2395	0.926472	1.46323	1.99959	1.57564	0.620452	1.12317	2.17005	2.17005	0.000758205	0.0726783	0.00792188	0.0217863	0.0482015	0.000758205	0.114981	0.0822043	0.0840785	0.0159177	0.0726783	0.114981	0.304311	0.0961556	0.066168	0.00792188	0.0822043	0.304311	0.0627132	0.0250045	0.0217863	0.0840785	0.0961556	0.0627132	0.0392811	0.0482015	0.0159177	0.066168	0.0250045	0.0392811	4.899507
173	-1187.492	-1173.25	-14.24196	2.170055	0.00483185	0.0096221	0.0133087	0.0101356	0.004902	0.00892936	1.46472	2.91684	4.03438	3.07249	1.48599	2.70684	0.00657593	1.99342	0.0574353	17.4109	0.734778	1.46323	2.02384	1.54131	0.745445	1.35789	2.17005	2.17005	0.000784665	0.084654	0.00961923	0.0309596	0.0622956	0.000784665	0.110056	0.0868886	0.0816602	0.0197253	0.084654	0.110056	0.276701	0.0992235	0.0706061	0.00961923	0.0868886	0.276701	0.0568146	0.0230265	0.0309596	0.0816602	0.0992235	0.0568146	0.0400442	0.0622956	0.0197253	0.0706061	0.0230265	0.0400442	4.235938
174	-1189.124	-1174.987	-14.13694	2.152211	0.00509332	0.0096221	0.0133087	0.0101356	0.004902	0.00746331	1.54399	2.91684	4.03438	3.07249	1.48599	2.26242	0.00657593	1.99342	0.0574353	17.4109	0.77454	1.46323	2.02384	1.54131	0.745445	1.13494	2.15221	2.15221	0.000551955	0.0787599	0.0176124	0.0329455	0.0449455	0.000551955	0.110056	0.085939	0.0982967	0.0216937	0.0787599	0.110056	0.334925	0.0660361	0.0621178	0.0176124	0.085939	0.334925	0.0594833	0.0198905	0.0329455	0.0982967	0.0660361	0.0594833	0.0400442	0.0449455	0.0216937	0.0621178	0.0198905	0.0400442	4.235938
175	-1188.861	-1172.357	-16.5041	2.449844	0.00575223	0.00931546	0.0133087	0.0101356	0.004902	0.00678931	1.74373	2.82388	4.03438	3.07249	1.48599	2.05811	0.00657593	1.99342	0.0574353	17.4109	0.87474	1.4166	2.02384	1.54131	0.745445	1.03245	2.44984	2.44984	0.00082601	0.0683027	0.00926943	0.0329455	0.0452544	0.00082601	0.100352	0.0898827	0.10874	0.0307134	0.0683027	0.100352	0.287082	0.0878011	0.0621178	0.00926943	0.0898827	0.287082	0.0610946	0.0245689	0.0329455	0.10874	0.0878011	0.0610946	0.0295482	0.0452544	0.0307134	0.0621178	0.0245689	0.0295482	4.235938
176	-1193.861	-1178.147	-15.71424	2.328758	0.00481151	0.00868356	0.0133087	0.0101356	0.00543971	0.00698802	1.45856	2.63233	4.03438	3.07249	1.64899	2.11835	0.00657593	1.99342	0.0574353	17.4109	0.731685	1.32051	2.02384	1.54131	0.827215	1.06267	2.32876	2.32876	0.000656524	0.066858	0.00691909	0.038148	0.0316843	0.000656524	0.123448	0.0898827	0.11221	0.0297407	0.066858	0.123448	0.287082	0.098958	0.0663562	0.00691909	0.0898827	0.287082	0.0574728	0.0351167	0.038148	0.11221	0.098958	0.0574728	0.0403881	0.0316843	0.0297407	0.0663562	0.0351167	0.0403881	4.235938
177	-1190.748	-1175.344	-15.40423	2.227689	0.00575479	0.0112375	0.0126621	0.0101356	0.00632015	0.00777969	1.7445	3.40652	3.8384	3.07249	1.91589	2.35833	0.00657593	1.99342	0.0574353	17.4109	0.87513	1.70888	1.92553	1.54131	0.961103	1.18305	2.22769	2.22769	0.000757319	0.0786216	0.00673031	0.0481566	0.0319874	0.000757319	0.103574	0.0880476	0.101549	0.028826	0.0786216	0.103574	0.318489	0.0734477	0.0649875	0.00673031	0.0880476	0.318489	0.0604562	0.0274233	0.0481566	0.101549	0.0734477	0.0604562	0.0472076	0.0319874	0.028826	0.0649875	0.0274233	0.0472076	4.235938
178	-1190.683	-1177.064	-13.61846	1.997638	0.00362361	0.0058332	0.00824262	0.00638205	0.0029215	0.00595768	1.74664	2.81169	3.97307	3.07625	1.40821	2.87169	0.00414065	1.99586	0.045548	21.9548	0.87513	1.40876	1.99066	1.54131	0.705564	1.43883	1.99764	1.99764	0.000769148	0.0786216	0.0069927	0.0947913	0.0332331	0.000769148	0.103574	0.0883442	0.103438	0.0206451	0.0786216	0.103574	0.267407	0.0734477	0.0682437	0.0069927	0.0883442	0.267407	0.0667596	0.0196996	0.0947913	0.103438	0.0734477	0.0667596	0.0522283	0.0332331	0.0206451	0.0682437	0.0196996	0.0522283	4.579741
179	-1189.71	-1172.319	-17.39043	2.234572	0.00362361	0.00710882	0.00824262	0.00638205	0.0029215	0.00673323	1.74664	3.42656	3.97307	3.07625	1.40821	3.24552	0.00414065	1.99586	0.045548	21.9548	0.87513	1.71683	1.99066	1.54131	0.705564	1.62613	2.23457	2.23457	0.000532343	0.0761241	0.00781628	0.136127	0.0337762	0.000532343	0.128431	0.0883442	0.110875	0.0206338	0.0761241	0.128431	0.28285	0.108796	0.0659926	0.00781628	0.0883442	0.28285	0.100201	0.0235389	0.136127	0.110875	0.108796	0.100201	0.0396224	0.0337762	0.0206338	0.0659926	0.0235389	0.0396224	4.579741
180	-1188.014	-1171.019	-16.99565	2.307994	0.00362361	0.00710882	0.00824262	0.00638205	0.00244857	0.00414095	1.74664	3.42656	3.97307	3.07625	1.18025	1.996	0.00414065	1.99586	0.045548	21.9548	0.87513	1.71683	1.99066	1.54131	0.591349	1.00007	2.30799	2.30799	0.000516533	0.0610969	0.00641988	0.125818	0.0480419	0.000516533	0.100951	0.0825834	0.127497	0.0206338	0.0610969	0.100951	0.281232	0.094645	0.0643522	0.00641988	0.0825834	0.281232	0.0909568	0.0237504	0.125818	0.127497	0.094645	0.0909568	0.0514277	0.0480419	0.0206338	0.0643522	0.0237504	0.0514277	4.579741
181	-1189.16	-1172.78	-16.38028	2.080451	0.00119612	0.00234656	0.00272082	0.00210666	0.000973082	0.00138759	1.74906	3.43132	3.97859	3.08052	1.42292	2.02904	0.00136679	1.99863	0.0261508	38.2397	0.87513	1.71683	1.99066	1.54131	0.711945	1.01521	2.08045	2.08045	0.000451658	0.0706091	0.00768513	0.101902	0.032702	0.000451658	0.104651	0.0782261	0.108855	0.0227978	0.0706091	0.104651	0.281232	0.0930505	0.0684127	0.00768513	0.0782261	0.281232	0.102121	0.0230741	0.101902	0.108855	0.0930505	0.102121	0.0668276	0.032702	0.0227978	0.0684127	0.0230741	0.0668276	5.402417
182	-1189.299	-1172.312	-16.98774	2.291553	0.00479595	0.00824666	0.0109093	0.00844683	0.00390166	0.00450639	1.74546	3.00133	3.9704	3.07418	1.41999	1.64008	0.00548028	1.99452	0.0524182	19.0773	0.87513	1.50479	1.99066	1.54131	0.711945	0.822292	2.29155	2.29155	0.000523582	0.0874979	0.0111678	0.10195	0.0270418	0.000523582	0.104651	0.0903013	0.111124	0.0227978	0.0874979	0.104651	0.298743	0.0930505	0.0763948	0.0111678	0.0903013	0.298743	0.115799	0.0167832	0.10195	0.111124	0.0930505	0.115799	0.0924974	0.0270418	0.0227978	0.0763948	0.0167832	0.0924974	4.371455
183	-1185.785	-1167.696	-18.08919	2.291553	0.00137185	0.003047	0.00391015	0.00293008	0.00139844	0.002326	1.39545	3.0994	3.9774	2.98047	1.42249	2.36601	0.00196425	1.99804	0.0313543	31.8936	0.69841	1.55122	1.99066	1.4917	0.711945	1.18417	2.29155	2.29155	0.000523582	0.0647255	0.0106584	0.0977161	0.0278194	0.000523582	0.109332	0.0903013	0.103451	0.0181693	0.0647255	0.109332	0.323884	0.0881026	0.0763948	0.0106584	0.0903013	0.323884	0.0929402	0.0134865	0.0977161	0.103451	0.0881026	0.0929402	0.0966226	0.0278194	0.0181693	0.0763948	0.0134865	0.0966226	5.133368
184	-1189.224	-1174.168	-15.05603	2.138341	0.0124316	0.0171314	0.0219845	0.0164741	0.00786259	0.0106759	2.2389	3.08532	3.95933	2.96693	1.41603	1.92269	0.0110438	1.98896	0.0745156	13.42	1.12566	1.55122	1.99066	1.4917	0.711945	0.966685	2.13834	2.13834	0.000417261	0.0647255	0.0121374	0.122777	0.0439727	0.000417261	0.105386	0.102595	0.114452	0.01592	0.0647255	0.105386	0.286135	0.0835434	0.0870584	0.0121374	0.102595	0.286135	0.0891238	0.0134865	0.122777	0.114452	0.0835434	0.0891238	0.100174	0.0439727	0.01592	0.0870584	0.0134865	0.100174	3.849943
185	-1188.473	-1172.539	-15.93444	2.138341	0.00510929	0.00770538	0.00988816	0.00740972	0.00377602	0.00554146	2.05207	3.09474	3.97142	2.976	1.51658	2.22564	0.00496729	1.99503	0.0498982	20.0408	1.02859	1.55122	1.99066	1.4917	0.760178	1.11559	2.13834	2.13834	0.000374307	0.0627816	0.0135212	0.107933	0.0340944	0.000374307	0.105815	0.0984482	0.137329	0.0147328	0.0627816	0.105815	0.284706	0.0685456	0.0891564	0.0135212	0.0984482	0.284706	0.0998237	0.0150381	0.107933	0.137329	0.0685456	0.0998237	0.0821352	0.0340944	0.0147328	0.0891564	0.0150381	0.0821352	4.444502
186	-1186.173	-1170.706	-15.46688	2.119001	0.00407738	0.00770538	0.00988816	0.00740972	0.00416802	0.00500692	1.63762	3.09474	3.97142	2.976	1.67402	2.01095	0.00496729	1.99503	0.0498982	20.0408	0.820847	1.55122	1.99066	1.4917	0.839093	1.00798	2.119	2.119	0.000277688	0.0575984	0.0108532	0.0917197	0.0340178	0.000277688	0.115338	0.108587	0.1295	0.0165306	0.0575984	0.115338	0.284706	0.0831301	0.0699006	0.0108532	0.108587	0.284706	0.102366	0.0192608	0.0917197	0.1295	0.0831301	0.102366	0.0834805	0.0340178	0.0165306	0.0699006	0.0192608	0.0834805	4.444502
187	-1190.762	-1175.603	-15.15817	1.985028	0.00452778	0.00704519	0.00828137	0.00712582	0.00344598	0.00517271	2.02833	3.15606	3.70984	3.19218	1.54371	2.31724	0.0044546	1.99555	0.0472469	21.1654	1.01643	1.58155	1.85906	1.59965	0.773579	1.16121	1.98503	1.98503	0.000299806	0.068539	0.00920874	0.0868878	0.0315791	0.000299806	0.121419	0.108587	0.135995	0.0218666	0.068539	0.121419	0.305948	0.0779639	0.0875736	0.00920874	0.108587	0.305948	0.103132	0.017766	0.0868878	0.135995	0.0779639	0.103132	0.0824215	0.0315791	0.0218666	0.0875736	0.017766	0.0824215	4.525447
188	-1193.823	-1177.04	-16.78283	2.148153	0.00435537	0.00640541	0.00828137	0.0067534	0.0025012	0.00652598	1.9511	2.86946	3.70984	3.02535	1.12047	2.92347	0.0044546	1.99555	0.0472469	21.1654	0.977725	1.43793	1.85906	1.51605	0.561487	1.465	2.14815	2.14815	0.000333943	0.0799528	0.0145125	0.123789	0.0315791	0.000333943	0.102758	0.100995	0.148722	0.0147162	0.0799528	0.102758	0.321856	0.0838232	0.0769838	0.0145125	0.100995	0.321856	0.0947869	0.0134064	0.123789	0.148722	0.0838232	0.0947869	0.0983779	0.0315791	0.0147162	0.0769838	0.0134064	0.0983779	4.525447
189	-1192.907	-1175.874	-17.03308	2.205667	0.0044666	0.00640541	0.00855369	0.0067534	0.0025012	0.00728837	2.00092	2.86946	3.83183	3.02535	1.12047	3.265	0.0044546	1.99555	0.0472469	21.1654	1.00269	1.43793	1.92019	1.51605	0.561487	1.63614	2.20567	2.20567	0.000266411	0.0799528	0.00876099	0.124408	0.0368929	0.000266411	0.124062	0.0890384	0.158302	0.0214573	0.0799528	0.124062	0.321856	0.0787065	0.057482	0.00876099	0.0890384	0.321856	0.0829876	0.0179143	0.124408	0.158302	0.0787065	0.0829876	0.0560959	0.0368929	0.0214573	0.057482	0.0179143	0.0560959	4.525447
190	-1198.51	-1183.595	-14.91554	2.002033	0.0023377	0.00640541	0.00855369	0.00715166	0.00294739	0.00782125	1.04723	2.86946	3.83183	3.20376	1.32035	3.50372	0.0044546	1.99555	0.0472469	21.1654	0.524784	1.43793	1.92019	1.60546	0.661651	1.75577	2.00203	2.00203	0.00031849	0.0772517	0.00563757	0.123065	0.0429413	0.00031849	0.102698	0.0825657	0.176521	0.024891	0.0772517	0.102698	0.306492	0.0929301	0.0566294	0.00563757	0.0825657	0.306492	0.0840263	0.0179143	0.123065	0.176521	0.0929301	0.0840263	0.0727276	0.0429413	0.024891	0.0566294	0.0179143	0.0727276	4.525447
191	-1196.347	-1177.661	-18.68627	2.429018	0.00372036	0.00640541	0.00855369	0.00662502	0.00322995	0.00595668	1.66663	2.86946	3.83183	2.96784	1.44693	2.66844	0.0044546	1.99555	0.0472469	21.1654	0.835173	1.43793	1.92019	1.48723	0.725082	1.3372	2.42902	2.42902	0.000343301	0.0519105	0.00445667	0.130668	0.0425771	0.000343301	0.102698	0.0798646	0.176521	0.0211118	0.0519105	0.102698	0.277564	0.0929301	0.0536727	0.00445667	0.0798646	0.277564	0.103697	0.0228997	0.130668	0.176521	0.0929301	0.103697	0.0734655	0.0425771	0.0211118	0.0536727	0.0228997	0.0734655	4.525447
192	-1199.602	-1180.575	-19.02627	2.218647	0.000779583	0.00161767	0.0021158	0.00186144	0.000815714	0.00150434	1.38515	2.87425	3.75933	3.30738	1.44935	2.67289	0.001125	1.99888	0.0237237	42.1519	0.692965	1.43793	1.88072	1.65462	0.725082	1.3372	2.21865	2.21865	0.000365834	0.0519105	0.00265648	0.13553	0.0459354	0.000365834	0.11864	0.105217	0.184443	0.0202785	0.0519105	0.11864	0.268891	0.0815424	0.0536727	0.00265648	0.105217	0.268891	0.11029	0.0284519	0.13553	0.184443	0.0815424	0.11029	0.0939726	0.0459354	0.0202785	0.0536727	0.0284519	0.0939726	5.546831
193	-1196.524	-1177.164	-19.36014	2.265063	0.00115261	0.00163346	0.00226581	0.00187962	0.000823679	0.00151903	2.02813	2.87423	3.98691	3.30736	1.44934	2.67288	0.00113598	1.99886	0.0238393	41.9475	1.01464	1.43793	1.99459	1.65462	0.725082	1.3372	2.26506	2.26506	0.000363315	0.0557483	0.00329105	0.110045	0.0440277	0.000363315	0.103593	0.0936122	0.184443	0.0181047	0.0557483	0.103593	0.270808	0.0838875	0.0512676	0.00329105	0.0936122	0.270808	0.11029	0.0234302	0.110045	0.184443	0.0838875	0.11029	0.092056	0.0440277	0.0181047	0.0512676	0.0234302	0.092056	5.539623
