Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
119	-1142.787	-1128.079	-14.70814	2.359883	0.0030178	0.00368071	0.00464013	0.00375038	0.00178185	0.00347656	2.5112	3.06283	3.86119	3.12081	1.48273	2.89295	0.00240059	1.9976	0.0346661	28.8467	1.25711	1.53326	1.93292	1.56228	0.742258	1.44821	2.35988	2.35988	0.0353139	0.384714	0.0702578	0.234145	0.133083	0.0043495	0.129442	0.124272	0.158813	0.0128272	0.0828864	0.0970898	0.285645	0.0789982	0.109192	0.0116927	0.0643789	0.3088	0.121437	0.00982459	0.0919901	0.0351509	0.261965	0.265687	0.024407	0.0985152	0.115328	0.521278	0.41564	0.0755868	4.9845
120	-1140.777	-1127.437	-13.34027	2.359883	0.0027282	0.00547191	0.00681971	0.00575192	0.00261883	0.00465934	1.54378	3.09634	3.85901	3.25479	1.4819	2.63654	0.0035282	1.99647	0.0420383	23.7878	0.773256	1.55091	1.93292	1.63027	0.742258	1.3206	2.35988	2.35988	0.0384477	0.290001	0.0583486	0.234145	0.109944	0.00455591	0.159978	0.116029	0.171492	0.0140577	0.0622382	0.087087	0.285645	0.0789982	0.0815321	0.00955948	0.0816966	0.198436	0.0862495	0.0105349	0.0806518	0.0388867	0.276807	0.327025	0.0282686	0.171667	0.0935989	0.707862	0.338819	0.080358	4.698625
121	-1147.885	-1137.533	-10.35161	2.359883	0.00265623	0.00652405	0.00813101	0.00685791	0.00402368	0.00555524	1.26023	3.09529	3.8577	3.25369	1.90901	2.63565	0.0042066	1.99579	0.0459101	21.7817	0.631444	1.55091	1.93292	1.63027	0.956515	1.3206	2.35988	2.35988	0.0377885	0.254345	0.0874346	0.258763	0.155199	0.0043534	0.157406	0.0866391	0.131748	0.0114358	0.0540809	0.107891	0.289009	0.106484	0.0924607	0.0137182	0.0702469	0.181734	0.0862495	0.00910825	0.0783485	0.0409416	0.239067	0.327025	0.0193075	0.190547	0.0938587	0.441239	0.315833	0.068445	4.568002
122	-1145.883	-1132.762	-13.12059	2.369769	0.00103045	0.00181033	0.00224885	0.00190297	0.000990185	0.00142451	1.76454	3.1	3.85093	3.25864	1.69559	2.43933	0.00116727	1.99883	0.0241656	41.3812	0.882787	1.55091	1.92659	1.63027	0.848291	1.22038	2.36977	2.36977	0.0381462	0.224594	0.0454685	0.246848	0.224727	0.0043534	0.1983	0.0966862	0.12191	0.00907803	0.0630778	0.102115	0.288959	0.0682573	0.0846638	0.0136886	0.0925121	0.167869	0.104079	0.0141436	0.0964172	0.0383956	0.212598	0.343957	0.0236228	0.165913	0.0669495	0.516533	0.348495	0.0918531	5.51947
123	-1145.944	-1135.285	-10.65925	2.369769	0.00412941	0.00725468	0.00901201	0.00762592	0.00338952	0.00685383	1.76144	3.09456	3.84417	3.25292	1.44584	2.92357	0.0046777	1.99532	0.0484183	20.6533	0.882787	1.55091	1.92659	1.63027	0.724613	1.46521	2.36977	2.36977	0.063355	0.187216	0.0566353	0.213339	0.178989	0.00474597	0.23908	0.0953794	0.13785	0.00907803	0.0758133	0.0882249	0.288959	0.0708389	0.0689814	0.0136886	0.0634999	0.166045	0.0838523	0.0166261	0.123657	0.0356489	0.262698	0.305619	0.0207511	0.165913	0.0616759	0.653038	0.184764	0.0962396	4.489138
124	-1146.608	-1137.387	-9.220822	2.369769	0.00313258	0.00603716	0.00676215	0.00572209	0.00199125	0.00378451	1.78186	3.43404	3.84642	3.25482	1.13266	2.15269	0.0035099	1.99649	0.0419289	23.8499	0.892498	1.72004	1.92659	1.63027	0.567324	1.07824	2.36977	2.36977	0.0471476	0.162933	0.0534325	0.19063	0.218863	0.00537436	0.226582	0.0962462	0.119915	0.00748187	0.0586387	0.0768655	0.288959	0.0812347	0.0692522	0.0119103	0.0696317	0.166045	0.108033	0.0156091	0.0647947	0.0356489	0.286042	0.289251	0.0161425	0.118189	0.0488979	0.636379	0.192442	0.118622	4.702487
125	-1141.074	-1134.929	-6.145288	2.213774	0.00313258	0.00603716	0.00676215	0.00572209	0.00240543	0.00325296	1.78186	3.43404	3.84642	3.25482	1.36825	1.85034	0.0035099	1.99649	0.0419289	23.8499	0.892498	1.72004	1.92659	1.63027	0.685327	0.926796	2.21377	2.21377	0.0386741	0.223331	0.0907609	0.113947	0.218863	0.00529676	0.176578	0.100857	0.0995456	0.00748187	0.0586387	0.101469	0.253147	0.0812347	0.0782165	0.0150077	0.0705264	0.21135	0.0870045	0.0129742	0.0516589	0.0352378	0.238264	0.363072	0.0189788	0.0845936	0.0435483	0.490159	0.185636	0.136257	4.702487
126	-1138.025	-1131.661	-6.363816	2.213774	0.00179355	0.00454337	0.00508897	0.00430626	0.00240867	0.00247552	1.35622	3.43553	3.84809	3.25624	1.82135	1.8719	0.00264144	1.99736	0.0363657	27.4984	0.679006	1.72004	1.92659	1.63027	0.911878	0.937187	2.21377	2.21377	0.0380855	0.166465	0.127729	0.0741277	0.186014	0.00331858	0.153153	0.124153	0.10213	0.00457352	0.0708556	0.0837385	0.305154	0.0732922	0.0782165	0.0140527	0.0755629	0.276896	0.0870045	0.014092	0.0406665	0.0389218	0.292002	0.280033	0.0180454	0.098566	0.0356947	0.374837	0.270951	0.165968	4.913535
127	-1139.794	-1134.148	-5.646788	2.405016	0.0101866	0.0188376	0.0210998	0.0178545	0.00813527	0.0105442	1.85006	3.42124	3.83208	3.24269	1.4775	1.915	0.0109519	1.98905	0.074203	13.4765	0.930121	1.72004	1.92659	1.63027	0.74282	0.962774	2.40502	2.40502	0.0300864	0.166465	0.157761	0.109906	0.200099	0.0024769	0.134574	0.120307	0.134461	0.00624238	0.0759247	0.0856366	0.314023	0.0732922	0.0782165	0.0228	0.0805475	0.320497	0.0870045	0.014092	0.0484933	0.0309423	0.217936	0.232188	0.0168563	0.0571139	0.0454023	0.297869	0.256265	0.169553	3.856175
128	-1138.441	-1134.257	-4.184139	2.298291	0.0123614	0.0171139	0.0207226	0.0178545	0.00813527	0.0105442	2.24504	3.10818	3.76358	3.24269	1.4775	1.915	0.0109519	1.98905	0.074203	13.4765	1.1287	1.56265	1.89215	1.63027	0.74282	0.962774	2.29829	2.29829	0.0280163	0.168876	0.154749	0.109906	0.218562	0.00348968	0.17609	0.120307	0.124495	0.00713083	0.0854003	0.086446	0.256745	0.075559	0.0789021	0.0200605	0.064019	0.2109	0.0831615	0.010075	0.0535354	0.031077	0.193314	0.203506	0.0103094	0.0840163	0.04073	0.429734	0.272354	0.12145	3.856175
129	-1138.9	-1134.405	-4.494812	2.249037	0.0312159	0.0432172	0.0523301	0.0450875	0.0205437	0.0384302	2.22619	3.08207	3.73197	3.21546	1.4651	2.74068	0.0276564	1.97234	0.118415	8.44488	1.1287	1.56265	1.89215	1.63027	0.74282	1.38956	2.24904	2.24904	0.0282141	0.166469	0.181468	0.109906	0.197019	0.00307074	0.16893	0.115892	0.145326	0.0110879	0.0752152	0.0995751	0.310291	0.0947306	0.0789021	0.0200605	0.0798532	0.289031	0.0801868	0.0134346	0.0693778	0.0222253	0.223847	0.250107	0.00943607	0.0556049	0.0487838	0.388837	0.278888	0.080282	3.16322
130	-1138.078	-1134.963	-3.115031	2.274876	0.0104402	0.0171906	0.0208155	0.0179346	0.00802968	0.0152865	1.88762	3.1081	3.76348	3.24261	1.45178	2.76383	0.011001	1.989	0.0743701	13.4463	0.949028	1.56265	1.89215	1.63027	0.729906	1.38956	2.27488	2.27488	0.0197988	0.185209	0.206819	0.102452	0.194595	0.00253108	0.136909	0.143878	0.145326	0.0109361	0.0786977	0.0950626	0.280096	0.0891209	0.0747782	0.0175815	0.0605487	0.277184	0.100421	0.0117891	0.0831824	0.017783	0.168832	0.281639	0.00943607	0.0681543	0.0482406	0.21743	0.182806	0.0977814	3.85284
131	-1138.449	-1133.894	-4.55454	2.235316	0.00781976	0.0117896	0.0142756	0.0122998	0.00550687	0.00967678	2.06511	3.1135	3.77002	3.24824	1.4543	2.55553	0.00754463	1.99246	0.0615354	16.2508	1.03647	1.56265	1.89215	1.63027	0.729906	1.2826	2.23532	2.23532	0.0205307	0.195902	0.15696	0.122384	0.214553	0.00207965	0.121002	0.126451	0.157668	0.0124772	0.0827635	0.0950626	0.280096	0.0890757	0.0664696	0.0175815	0.0827356	0.277184	0.0896416	0.0222194	0.0615436	0.0248174	0.240052	0.278822	0.00745081	0.0681543	0.0482406	0.183688	0.286611	0.122207	4.133707
132	-1142.931	-1135.234	-7.69727	2.249987	0.000289153	0.000463652	0.000561419	0.000491934	0.000207762	0.000380561	1.94878	3.12483	3.78374	3.31544	1.40024	2.56483	0.000296709	1.9997	0.012181	82.0951	0.974534	1.56265	1.89215	1.65797	0.700222	1.2826	2.24999	2.24999	0.0301925	0.13244	0.183288	0.105633	0.178641	0.00230122	0.141202	0.156459	0.106906	0.0122316	0.0827635	0.112431	0.280096	0.10186	0.0805204	0.0135073	0.0774033	0.318949	0.0910571	0.0149062	0.0628241	0.0247913	0.187549	0.315504	0.00576253	0.0536	0.047548	0.224143	0.147468	0.154585	6.53513
133	-1137.963	-1132.153	-5.81044	2.399262	0.00415201	0.00683902	0.00834374	0.00705548	0.0029798	0.00399911	1.94721	3.20736	3.91304	3.30887	1.39746	1.8755	0.00425551	1.99574	0.0461767	21.6559	0.975679	1.6071	1.96069	1.65797	0.700222	0.93975	2.39926	2.39926	0.0301925	0.15987	0.309612	0.0948647	0.114559	0.00198999	0.151526	0.156459	0.12721	0.0104375	0.0730688	0.0971638	0.298932	0.0804804	0.082273	0.0141949	0.0653949	0.289679	0.11239	0.014104	0.0522941	0.0247913	0.191422	0.261546	0.00649801	0.0774036	0.0623588	0.224143	0.165583	0.136071	4.559416
134	-1137.47	-1133.006	-4.464535	2.141303	0.00387143	0.00683902	0.00834374	0.0063977	0.00339949	0.00533323	1.81562	3.20736	3.91304	3.00039	1.59429	2.50118	0.00425551	1.99574	0.0461767	21.6559	0.909746	1.6071	1.96069	1.50339	0.798844	1.25325	2.1413	2.1413	0.0333537	0.157197	0.257448	0.0775712	0.141713	0.00191861	0.150462	0.156459	0.115496	0.0176973	0.0696699	0.111358	0.298932	0.0745685	0.095332	0.0167622	0.0548069	0.278407	0.100377	0.014104	0.0571224	0.0182267	0.176453	0.307536	0.00515681	0.0747176	0.0627754	0.342523	0.17841	0.120917	4.559416
135	-1140.812	-1136.356	-4.456363	2.141303	0.00365003	0.00724969	0.00834374	0.0063977	0.00307857	0.0060735	1.71179	3.39995	3.91304	3.00039	1.44379	2.84835	0.00425551	1.99574	0.0461767	21.6559	0.857719	1.7036	1.96069	1.50339	0.723433	1.42721	2.1413	2.1413	0.0241092	0.135301	0.213068	0.0932329	0.168107	0.00166559	0.150462	0.156244	0.0908343	0.0217063	0.0696699	0.111341	0.288279	0.0896548	0.0910426	0.0220507	0.0580784	0.257724	0.113029	0.0141229	0.0461874	0.0187269	0.175599	0.352485	0.00784097	0.0623407	0.0619775	0.306818	0.240598	0.120917	4.559416
136	-1135.127	-1127.945	-7.181815	2.463045	0.00148027	0.00271606	0.00338381	0.00273046	0.00131546	0.00195211	1.71396	3.14484	3.918	3.1615	1.52313	2.26029	0.00172582	1.99827	0.0293881	34.0274	0.857719	1.57378	1.96069	1.58212	0.762223	1.13112	2.46304	2.46304	0.0184451	0.120232	0.226359	0.0728853	0.0741901	0.00215979	0.170741	0.124121	0.120493	0.0136433	0.0809351	0.117722	0.269988	0.0850878	0.0948013	0.0234563	0.0504002	0.257724	0.0975072	0.010151	0.0420567	0.0119066	0.209184	0.245879	0.00701099	0.050031	0.047941	0.334912	0.282895	0.177847	5.229386
137	-1137.303	-1132.658	-4.644165	2.142032	0.00127713	0.00241934	0.00301413	0.002246	0.00132475	0.00208174	1.66027	3.14514	3.91837	2.9198	1.72217	2.70626	0.00153728	1.99846	0.027735	36.0555	0.830774	1.57378	1.96069	1.46102	0.861746	1.35417	2.14203	2.14203	0.020867	0.129612	0.190928	0.0862459	0.104826	0.00134001	0.187653	0.110344	0.127236	0.0177426	0.0774695	0.11173	0.276257	0.0731412	0.11027	0.0216381	0.0564064	0.248498	0.098362	0.0132364	0.0420567	0.0122401	0.210675	0.245879	0.00801863	0.050031	0.0405722	0.416792	0.227437	0.125794	5.315217
138	-1135.374	-1129.277	-6.096262	2.086873	0.000304468	0.000418347	0.000521198	0.000388374	0.000201671	0.000351078	2.29045	3.14714	3.92086	2.92166	1.51713	2.64109	0.000265823	1.99973	0.0115295	86.734	1.14538	1.57378	1.96069	1.46102	0.758665	1.32072	2.08687	2.08687	0.0223102	0.101671	0.153761	0.0753403	0.103694	0.001357	0.193031	0.0969429	0.116792	0.0181958	0.0742518	0.0807811	0.316414	0.0731412	0.0790351	0.0137315	0.054681	0.251811	0.0721014	0.0127737	0.0438464	0.00995055	0.294932	0.181001	0.010345	0.0525142	0.0556686	0.440416	0.241439	0.154342	6.616626
139	-1140.233	-1131.816	-8.416221	2.175767	0.00019622	0.000418347	0.000521198	0.000388374	0.000168174	0.000274157	1.47612	3.14714	3.92086	2.92166	1.26514	2.06243	0.000265823	1.99973	0.0115295	86.734	0.738158	1.57378	1.96069	1.46102	0.632655	1.03135	2.17577	2.17577	0.0201182	0.141908	0.144168	0.0799732	0.106941	0.00122183	0.155859	0.0911372	0.176519	0.0247211	0.0742518	0.0787076	0.316414	0.0848889	0.0833867	0.0171306	0.0476974	0.234914	0.0603629	0.00998616	0.0486769	0.00949693	0.26524	0.132741	0.0184819	0.0587939	0.0432848	0.758075	0.234185	0.141295	6.616626
140	-1141.458	-1131.193	-10.26482	2.175767	0.000207084	0.000418347	0.000521198	0.000395578	0.000168174	0.000385337	1.55785	3.14714	3.92086	2.97585	1.26514	2.89881	0.000265823	1.99973	0.0115295	86.734	0.779027	1.57378	1.96069	1.48812	0.632655	1.4496	2.17577	2.17577	0.0205551	0.196556	0.199757	0.0823458	0.126569	0.00111465	0.153695	0.0845009	0.139506	0.0285741	0.0920076	0.0787076	0.316414	0.105543	0.0665122	0.0198399	0.0552699	0.251346	0.0603629	0.0135595	0.0383479	0.0105702	0.181256	0.19897	0.0169915	0.0509843	0.0504156	0.86157	0.184927	0.132885	6.616626
141	-1143.043	-1127.214	-15.82924	2.23814	5.04742e-05	0.000100446	0.000125141	9.49794e-05	4.03792e-05	7.47371e-05	1.58159	3.14745	3.92126	2.97615	1.26527	2.34186	6.3825e-05	1.99994	0.00564921	177.016	0.790822	1.57378	1.96069	1.48812	0.632655	1.17097	2.23814	2.23814	0.0227292	0.187563	0.211103	0.0590478	0.138571	0.000721116	0.153695	0.0837091	0.152943	0.0234055	0.0847142	0.112045	0.316414	0.101704	0.0665122	0.0210339	0.0556935	0.307826	0.0695374	0.0127771	0.0401615	0.0159	0.228655	0.264638	0.0229185	0.0509843	0.0705849	0.911758	0.2822	0.127557	7.674305
142	-1137.825	-1124.246	-13.57847	2.218341	0.000581678	0.00115757	0.00144216	0.00111576	0.000465341	0.000695065	1.58106	3.1464	3.91994	3.03276	1.26484	1.88926	0.000735537	1.99926	0.0191808	52.1354	0.790822	1.57378	1.96069	1.51694	0.632655	0.944977	2.21834	2.21834	0.0226345	0.160576	0.238793	0.0848215	0.152056	0.00093878	0.166494	0.0850626	0.132917	0.0263648	0.0754169	0.112045	0.316414	0.0866522	0.104401	0.0134195	0.0846932	0.306669	0.0797751	0.014381	0.0441211	0.0132028	0.247766	0.198707	0.0282365	0.0464221	0.038301	0.988986	0.362852	0.0963625	5.861979
143	-1138.958	-1123.527	-15.43068	2.347238	0.000545995	0.001092	0.00136047	0.00105256	0.000410693	0.00116304	1.57322	3.14646	3.92002	3.03283	1.18336	3.35117	0.000693871	1.99931	0.0186294	53.6785	0.786882	1.57378	1.96069	1.51694	0.591887	1.67616	2.34724	2.34724	0.0177266	0.136608	0.243255	0.0759443	0.158758	0.000874584	0.178889	0.100066	0.120965	0.0263292	0.0754169	0.116411	0.316414	0.0706923	0.0913039	0.0126891	0.0640213	0.306669	0.0720853	0.014381	0.0625426	0.0149273	0.202135	0.182662	0.0357255	0.0464221	0.0343831	1.03334	0.417862	0.1126	5.905223
144	-1136.07	-1127.127	-8.943477	2.33149	0.0031127	0.00622545	0.00775599	0.00600062	0.00294471	0.00646559	1.57065	3.14133	3.91363	3.02788	1.48588	3.2625	0.00395574	1.99604	0.0445173	22.4632	0.786882	1.57378	1.96069	1.51694	0.744414	1.63448	2.33149	2.33149	0.0256314	0.213307	0.198375	0.0870112	0.16495	0.00129538	0.188139	0.0861029	0.102506	0.0458293	0.0803443	0.0980114	0.290056	0.0887876	0.0845542	0.00994465	0.0557016	0.283798	0.0711496	0.00983042	0.0647816	0.0126892	0.118897	0.162664	0.0315623	0.0410586	0.0368384	0.688847	0.372732	0.143685	4.613677
145	-1137.739	-1130.479	-7.259887	2.104525	0.00370714	0.00762483	0.00923715	0.00714656	0.00424343	0.0049571	1.57006	3.22929	3.91215	3.02673	1.79719	2.09945	0.00471117	1.99529	0.0485916	20.5797	0.786882	1.61846	1.96069	1.51694	0.900717	1.0522	2.10453	2.10453	0.0321403	0.170127	0.198375	0.0843776	0.16495	0.00125307	0.16276	0.106396	0.13738	0.0506947	0.0851634	0.0905442	0.302054	0.0833057	0.0977904	0.0075517	0.0674368	0.277761	0.0680367	0.00983042	0.065758	0.019253	0.139176	0.171371	0.0370461	0.0341899	0.0355077	0.674488	0.445634	0.128133	4.48384
146	-1141.836	-1131.035	-10.80046	2.437412	0.00446144	0.00762483	0.00923715	0.00689701	0.00424343	0.0049571	1.88952	3.22929	3.91215	2.92104	1.79719	2.09945	0.00471117	1.99529	0.0485916	20.5797	0.946992	1.61846	1.96069	1.46397	0.900717	1.0522	2.43741	2.43741	0.0309761	0.155803	0.156582	0.0843776	0.145844	0.00157021	0.183892	0.13744	0.154579	0.0519529	0.0771028	0.0844855	0.244684	0.0791396	0.0932312	0.010149	0.066791	0.259699	0.0698888	0.00983042	0.0479357	0.0171866	0.22132	0.242262	0.0537452	0.0304359	0.0308971	0.637273	0.478593	0.133583	4.48384
147	-1149.391	-1138.375	-11.01614	2.38893	0.000338071	0.000557971	0.000699361	0.000530425	0.000195812	0.000362751	1.96089	3.23636	4.05646	3.07659	1.13576	2.10404	0.000344754	1.99966	0.0131304	76.1593	0.980615	1.61846	2.02858	1.53856	0.567977	1.0522	2.38893	2.38893	0.0332128	0.156547	0.11883	0.070871	0.136944	0.00247718	0.169016	0.127923	0.129577	0.0519529	0.0846163	0.109156	0.227675	0.0852525	0.0985505	0.00799108	0.0817595	0.217395	0.0657798	0.0109109	0.056974	0.0263567	0.307335	0.270516	0.0689272	0.0344876	0.0288469	0.523429	0.30651	0.127481	6.423859
148	-1147.672	-1128.609	-19.06204	2.38893	0.000338071	0.000519583	0.000699361	0.000509536	0.00027007	0.000436761	1.96089	3.0137	4.05646	2.95543	1.56647	2.53332	0.000344754	1.99966	0.0131304	76.1593	0.980615	1.50711	2.02858	1.47797	0.78337	1.26688	2.38893	2.38893	0.02584	0.276757	0.117642	0.102155	0.167969	0.00232526	0.180598	0.150209	0.123818	0.0536469	0.080964	0.109156	0.324097	0.0792238	0.0788322	0.00831291	0.0820515	0.217395	0.0776981	0.0114502	0.0449475	0.020514	0.432593	0.313974	0.0659716	0.0340245	0.0282466	0.924293	0.344491	0.105605	6.423859
149	-1145.591	-1131.119	-14.47195	2.241327	0.000361547	0.000519583	0.00063065	0.000509536	0.000290625	0.000488904	2.09706	3.0137	3.65792	2.95543	1.68569	2.83576	0.000344754	1.99966	0.0131304	76.1593	1.04871	1.50711	1.82928	1.47797	0.842993	1.41812	2.24133	2.24133	0.0231854	0.272637	0.10723	0.103104	0.144626	0.00220913	0.194216	0.128029	0.108864	0.0371755	0.0834878	0.112789	0.2886	0.0712932	0.0663126	0.0143072	0.0692821	0.281227	0.0828558	0.017098	0.0513853	0.0365628	0.38126	0.187519	0.0659716	0.0428535	0.0212989	0.84831	0.297302	0.066309	6.423859
150	-1144.399	-1130.69	-13.70977	2.086202	0.00407233	0.00585239	0.00710341	0.00595929	0.0032735	0.00550684	2.09334	3.00837	3.65145	3.06332	1.68271	2.83074	0.00388318	1.99612	0.0441063	22.6725	1.04871	1.50711	1.82928	1.53464	0.842993	1.41812	2.0862	2.0862	0.0220166	0.209236	0.129961	0.0880766	0.208168	0.00221965	0.194216	0.145979	0.0990883	0.031516	0.0655258	0.0906721	0.2886	0.0715633	0.0859957	0.0169992	0.0866669	0.247052	0.117166	0.0192753	0.0590005	0.0449619	0.390748	0.192532	0.0800838	0.0519353	0.0279398	1.08572	0.391909	0.066309	4.627426
151	-1143.742	-1126.563	-17.17889	2.263273	0.00288185	0.00420785	0.00576624	0.0042847	0.00283308	0.00373164	2.06149	3.01002	4.12479	3.06499	2.0266	2.66937	0.00279199	1.99721	0.0373891	26.7457	1.03218	1.50711	2.06528	1.53464	1.01472	1.33655	2.26327	2.26327	0.0245313	0.17295	0.0991633	0.120989	0.167028	0.00212143	0.196845	0.122959	0.11765	0.0270935	0.0820232	0.0813877	0.314102	0.0838041	0.0907801	0.0110831	0.0940618	0.247052	0.118873	0.0135733	0.0395438	0.057324	0.425127	0.209538	0.0726986	0.0503529	0.0320642	1.25058	0.347133	0.0742923	4.872386
152	-1146.545	-1125.308	-21.23708	2.200204	0.000287299	0.000419492	0.000574852	0.000427154	0.000219962	0.000333096	2.06408	3.0138	4.12998	3.06885	1.5803	2.3931	0.000278341	1.99972	0.0117979	84.761	1.03218	1.50711	2.06528	1.53464	0.79026	1.19672	2.2002	2.2002	0.0245313	0.153572	0.0963835	0.113282	0.196027	0.001699	0.164443	0.123827	0.141875	0.0335047	0.0820232	0.100965	0.282601	0.0984568	0.0804393	0.0118649	0.0940618	0.240342	0.118873	0.012599	0.0314404	0.043609	0.492647	0.311743	0.0595325	0.0375264	0.0267935	1.25058	0.490734	0.0622282	6.582509
153	-1141.503	-1126.032	-15.47181	2.400369	0.000273263	0.000463765	0.000574852	0.000427154	0.000219962	0.000333096	1.96323	3.33188	4.12998	3.06885	1.5803	2.3931	0.000278341	1.99972	0.0117979	84.761	0.981754	1.66617	2.06528	1.53464	0.79026	1.19672	2.40037	2.40037	0.0176879	0.103513	0.0852528	0.0941442	0.190413	0.00153578	0.199893	0.126972	0.138458	0.0273555	0.0926415	0.0972686	0.274796	0.102238	0.0794628	0.0133366	0.0698936	0.240342	0.0908742	0.00957057	0.0290614	0.0368635	0.449415	0.311743	0.0543743	0.0465245	0.0217936	0.634852	0.432465	0.0610437	6.582509
154	-1144.392	-1128.732	-15.66098	2.372778	0.000364732	0.000714108	0.00088516	0.000657734	0.000403588	0.000512903	1.70164	3.33163	4.12967	3.06862	1.88292	2.39292	0.000428592	1.99957	0.0146404	68.3041	0.851001	1.66617	2.06528	1.53464	0.94166	1.19672	2.37278	2.37278	0.0184055	0.0854042	0.0760344	0.101948	0.201116	0.0030613	0.199893	0.14168	0.149252	0.0203735	0.087361	0.106056	0.282134	0.0817815	0.0767475	0.0163021	0.0594071	0.246959	0.0908742	0.00823601	0.0255483	0.0261615	0.428822	0.378654	0.0641578	0.0466948	0.0268951	0.679601	0.436376	0.0729003	6.262466
155	-1139.519	-1128.106	-11.41242	2.372778	0.0022685	0.0057224	0.00709311	0.00527066	0.00238946	0.00482732	1.31876	3.32662	4.12346	3.06401	1.38907	2.80628	0.00343446	1.99657	0.0414751	24.1109	0.660512	1.66617	2.06528	1.53464	0.695732	1.40556	2.37278	2.37278	0.0206553	0.0639115	0.0787652	0.124518	0.204423	0.0022799	0.150453	0.092891	0.110546	0.0216465	0.0900938	0.085608	0.27929	0.092002	0.0929588	0.0170554	0.0663451	0.262336	0.0908742	0.00940199	0.0324876	0.0384483	0.400713	0.296695	0.0657369	0.0367872	0.0322893	0.580969	0.549317	0.112342	4.718622
156	-1140.491	-1128.888	-11.60263	2.330136	0.00179559	0.00451254	0.00561443	0.0041719	0.00206681	0.00355163	1.31923	3.31538	4.12494	3.06511	1.51849	2.6094	0.00271849	1.99728	0.036893	27.1054	0.660512	1.65995	2.06528	1.53464	0.760279	1.30647	2.33014	2.33014	0.0259889	0.0512522	0.0809367	0.123198	0.256884	0.00191524	0.205574	0.088517	0.12475	0.0159053	0.0900938	0.0844684	0.303668	0.106906	0.0929588	0.0172999	0.0663451	0.222477	0.0801422	0.014092	0.0419572	0.0369968	0.459394	0.198846	0.0712862	0.0306389	0.0346756	0.542065	0.556837	0.105579	4.892192
157	-1140.592	-1127.112	-13.48061	2.330136	0.00197578	0.00413414	0.00561443	0.0041719	0.00220895	0.00355163	1.45162	3.03737	4.12494	3.06511	1.62293	2.6094	0.00271849	1.99728	0.036893	27.1054	0.726796	1.52075	2.06528	1.53464	0.812567	1.30647	2.33014	2.33014	0.025564	0.0767836	0.11916	0.11708	0.25156	0.00183671	0.136316	0.0996917	0.119202	0.0170133	0.0704409	0.0871705	0.301548	0.11972	0.0928866	0.0126536	0.0846621	0.229878	0.10482	0.0164556	0.0427778	0.0388172	0.459394	0.13937	0.0677276	0.0370546	0.0328774	0.789848	0.542711	0.0964142	4.892192
158	-1145.891	-1135.835	-10.05623	2.213283	0.0083444	0.0169876	0.0230702	0.0163384	0.00657359	0.0100093	1.48566	3.02451	4.10748	2.90894	1.17038	1.78208	0.0111705	1.98883	0.0749442	13.3433	0.747002	1.52075	2.06528	1.46264	0.588476	0.896044	2.21328	2.21328	0.0347354	0.121288	0.0994025	0.105823	0.208788	0.00234133	0.123154	0.0996917	0.123087	0.0197121	0.0850547	0.0753889	0.30249	0.119051	0.0845852	0.0116931	0.097402	0.290031	0.10482	0.0224577	0.0452871	0.0374399	0.428204	0.172474	0.0624865	0.0361591	0.0360673	0.917919	0.38275	0.0962444	3.84144
159	-1149.659	-1130.696	-18.96282	2.514353	0.00155264	0.00232558	0.00315829	0.00241436	0.00126175	0.00176708	2.02906	3.03918	4.1274	3.1552	1.64891	2.3093	0.00152923	1.99847	0.0276623	36.1503	1.0153	1.52075	2.06528	1.57881	0.825087	1.15553	2.51435	2.51435	0.0289278	0.130705	0.0805991	0.0605401	0.354779	0.00274614	0.123154	0.159354	0.0995674	0.0158743	0.0699234	0.0638482	0.305469	0.105005	0.107819	0.0118538	0.105103	0.233099	0.110508	0.0356123	0.0610678	0.0317339	0.39444	0.18069	0.0752905	0.0295797	0.0339245	1.17886	0.370319	0.0857256	5.319112
