Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
118	-1222.536	-1217.281	-5.255044	2.193325	0.00811525	0.00811525	0.00811525	0.00811525	0.00811525	0.00811525	3.51672	3.51672	3.51672	3.51672	3.51672	3.51672	0.00460462	1.9954	0.0480377	20.817	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.19332	2.19332	0.0100227	0.0733378	0.00395629	0.0302476	0.126532	0.0100227	0.109284	0.104921	0.145376	0.0138033	0.0733378	0.109284	0.276523	0.0817187	0.0625717	0.00395629	0.104921	0.276523	0.0977997	0.0279809	0.0302476	0.145376	0.0817187	0.0977997	0.0448342	0.126532	0.0138033	0.0625717	0.0279809	0.0448342	4.500838
119	-1226.639	-1218.099	-8.539773	2.532589	0.00904409	0.00904409	0.00904409	0.00904409	0.00904409	0.00904409	3.51579	3.51579	3.51579	3.51579	3.51579	3.51579	0.00513164	1.99487	0.050719	19.7165	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.53259	2.53259	0.0125011	0.0733378	0.00258558	0.0252673	0.131944	0.0125011	0.113055	0.0829714	0.143313	0.0156985	0.0733378	0.113055	0.292968	0.0927328	0.0822172	0.00258558	0.0829714	0.292968	0.0982041	0.0340701	0.0252673	0.143313	0.0927328	0.0982041	0.0477879	0.131944	0.0156985	0.0822172	0.0340701	0.0477879	4.42031
120	-1224.146	-1219.251	-4.894839	2.286061	0.00904409	0.00904409	0.00904409	0.00904409	0.00904409	0.00904409	3.51579	3.51579	3.51579	3.51579	3.51579	3.51579	0.00513164	1.99487	0.050719	19.7165	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.28606	2.28606	0.00964763	0.0734076	0.00256746	0.0165464	0.109372	0.00964763	0.109472	0.070671	0.105737	0.0185387	0.0734076	0.109472	0.292968	0.0618835	0.0692651	0.00256746	0.070671	0.292968	0.0778688	0.036877	0.0165464	0.105737	0.0618835	0.0778688	0.0365668	0.109372	0.0185387	0.0692651	0.036877	0.0365668	4.42031
121	-1224.379	-1219.976	-4.402771	2.286061	0.00904409	0.00904409	0.00904409	0.00904409	0.00904409	0.00904409	3.51579	3.51579	3.51579	3.51579	3.51579	3.51579	0.00513164	1.99487	0.050719	19.7165	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.28606	2.28606	0.00866351	0.0540023	0.00307513	0.0117114	0.0852956	0.00866351	0.109333	0.070671	0.130301	0.0132291	0.0540023	0.109333	0.269028	0.0700732	0.0527091	0.00307513	0.070671	0.269028	0.0816692	0.036877	0.0117114	0.130301	0.0700732	0.0816692	0.0402376	0.0852956	0.0132291	0.0527091	0.036877	0.0402376	4.42031
122	-1223.381	-1217.619	-5.761359	2.418594	0.00835126	0.00835126	0.00835126	0.00835126	0.00835126	0.00835126	3.51648	3.51648	3.51648	3.51648	3.51648	3.51648	0.00473853	1.99526	0.0487329	20.52	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.41859	2.41859	0.00501848	0.0542361	0.00307513	0.0140394	0.0610292	0.00501848	0.125615	0.0676085	0.126398	0.01358	0.0542361	0.125615	0.269028	0.0781203	0.0734673	0.00307513	0.0676085	0.269028	0.0736378	0.0340144	0.0140394	0.126398	0.0781203	0.0736378	0.044862	0.0610292	0.01358	0.0734673	0.0340144	0.044862	4.479537
123	-1222.749	-1216.056	-6.693374	2.486349	0.00835126	0.00835126	0.00835126	0.00835126	0.00835126	0.00835126	3.51648	3.51648	3.51648	3.51648	3.51648	3.51648	0.00473853	1.99526	0.0487329	20.52	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.48635	2.48635	0.00350486	0.084038	0.00461973	0.0162574	0.0556	0.00350486	0.134715	0.0666134	0.126398	0.00618787	0.084038	0.134715	0.291161	0.0823455	0.0693123	0.00461973	0.0666134	0.291161	0.0731705	0.0340144	0.0162574	0.126398	0.0823455	0.0731705	0.0312875	0.0556	0.00618787	0.0693123	0.0340144	0.0312875	4.479537
124	-1219.338	-1211.926	-7.412205	2.416754	0.00221836	0.00221836	0.00221836	0.00221836	0.00221836	0.00221836	3.46236	3.46236	3.46236	3.46236	3.46236	3.46236	0.0012806	1.99872	0.0253122	39.5066	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.41675	2.41675	0.00269859	0.0697302	0.00669958	0.0283912	0.0369086	0.00269859	0.125095	0.0823178	0.126398	0.00982764	0.0697302	0.125095	0.291161	0.0823455	0.0689031	0.00669958	0.0823178	0.291161	0.0574722	0.0299704	0.0283912	0.126398	0.0823455	0.0574722	0.0300865	0.0369086	0.00982764	0.0689031	0.0299704	0.0300865	5.450738
125	-1217.448	-1211.137	-6.310513	2.279236	0.00221836	0.00221836	0.00221836	0.00221836	0.00221836	0.00221836	3.46236	3.46236	3.46236	3.46236	3.46236	3.46236	0.0012806	1.99872	0.0253122	39.5066	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.27924	2.27924	0.00292245	0.0742797	0.00665872	0.0359395	0.0372329	0.00292245	0.125654	0.107347	0.0881977	0.00732816	0.0742797	0.125654	0.313601	0.0857439	0.0546736	0.00665872	0.107347	0.313601	0.0736302	0.0208714	0.0359395	0.0881977	0.0857439	0.0736302	0.029395	0.0372329	0.00732816	0.0546736	0.0208714	0.029395	5.450738
126	-1217.017	-1212.556	-4.460413	2.279236	0.00867991	0.00867991	0.00867991	0.00867991	0.00867991	0.00867991	3.45589	3.45589	3.45589	3.45589	3.45589	3.45589	0.00501067	1.99499	0.0501161	19.9537	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.27924	2.27924	0.00357915	0.0837348	0.00400124	0.0352192	0.0372329	0.00357915	0.121767	0.0783626	0.104463	0.00894706	0.0837348	0.121767	0.290892	0.0911333	0.0574219	0.00400124	0.0783626	0.290892	0.0736302	0.0261661	0.0352192	0.104463	0.0911333	0.0736302	0.0321177	0.0372329	0.00894706	0.0574219	0.0261661	0.0321177	4.43804
127	-1215.974	-1213.88	-2.094143	2.121391	0.0138693	0.0138693	0.0138693	0.0138693	0.0138693	0.0138693	3.4507	3.4507	3.4507	3.4507	3.4507	3.4507	0.00800636	1.99199	0.0633977	15.7734	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.12139	2.12139	0.00473401	0.0684099	0.00590547	0.0279784	0.0378751	0.00473401	0.100272	0.0916702	0.0861787	0.0120062	0.0684099	0.100272	0.28886	0.0735114	0.0697498	0.00590547	0.0916702	0.28886	0.0906909	0.0193883	0.0279784	0.0861787	0.0735114	0.0906909	0.0325863	0.0378751	0.0120062	0.0697498	0.0193883	0.0325863	4.089503
128	-1221.777	-1216.277	-5.49927	2.288927	0.0022534	0.0022534	0.0022534	0.0022534	0.0022534	0.0022534	3.46232	3.46232	3.46232	3.46232	3.46232	3.46232	0.00130083	1.9987	0.0255115	39.198	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.28893	2.28893	0.00414836	0.0446336	0.00613135	0.0269914	0.0355204	0.00414836	0.103131	0.113097	0.0686783	0.0114919	0.0446336	0.103131	0.284071	0.0690971	0.057348	0.00613135	0.113097	0.284071	0.092442	0.0142401	0.0269914	0.0686783	0.0690971	0.092442	0.035074	0.0355204	0.0114919	0.057348	0.0142401	0.035074	5.439113
129	-1218.901	-1216.659	-2.241429	2.096886	0.013141	0.013141	0.013141	0.013141	0.013141	0.013141	3.45143	3.45143	3.45143	3.45143	3.45143	3.45143	0.00758595	1.99241	0.0617043	16.2063	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.09689	2.09689	0.00414836	0.0482751	0.00564695	0.0259426	0.0388201	0.00414836	0.103131	0.0823773	0.0967584	0.00766567	0.0482751	0.103131	0.318014	0.0886988	0.0632308	0.00564695	0.0823773	0.318014	0.0987009	0.0142401	0.0259426	0.0967584	0.0886988	0.0987009	0.0474511	0.0388201	0.00766567	0.0632308	0.0142401	0.0474511	4.129644
130	-1218.671	-1213.626	-5.044986	2.36569	0.00629472	0.00629472	0.00629472	0.00629472	0.00629472	0.00629472	3.45828	3.45828	3.45828	3.45828	3.45828	3.45828	0.00363376	1.99637	0.0426637	23.4392	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.36569	2.36569	0.00440291	0.0490442	0.00589783	0.0180687	0.0427451	0.00440291	0.124641	0.0920335	0.0967584	0.00544252	0.0490442	0.124641	0.256519	0.0907665	0.0627793	0.00589783	0.0920335	0.256519	0.0831005	0.0142401	0.0180687	0.0967584	0.0907665	0.0831005	0.0357169	0.0427451	0.00544252	0.0627793	0.0142401	0.0357169	4.676732
131	-1217.291	-1209.806	-7.485416	2.474966	0.00212747	0.00212747	0.00212747	0.00212747	0.00212747	0.00212747	3.46245	3.46245	3.46245	3.46245	3.46245	3.46245	0.00122813	1.99877	0.0247879	40.3422	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.47497	2.47497	0.00501466	0.0600797	0.00464887	0.0227548	0.0283626	0.00501466	0.123997	0.0837026	0.0866647	0.00433445	0.0600797	0.123997	0.300779	0.0719266	0.0659605	0.00464887	0.0837026	0.300779	0.0902661	0.0136004	0.0227548	0.0866647	0.0719266	0.0902661	0.0299851	0.0283626	0.00433445	0.0659605	0.0136004	0.0299851	5.48177
132	-1216.561	-1209.147	-7.414021	2.43419	0.00212747	0.00212747	0.00212747	0.00212747	0.00212747	0.00212747	3.46245	3.46245	3.46245	3.46245	3.46245	3.46245	0.00122813	1.99877	0.0247879	40.3422	1.73229	1.73229	1.73229	1.73229	1.73229	1.73229	1.732287	2.43419	2.43419	0.00473483	0.0616507	0.00713941	0.0290744	0.0297253	0.00473483	0.112471	0.105531	0.0899298	0.00331418	0.0616507	0.112471	0.300779	0.0770645	0.0691791	0.00713941	0.105531	0.300779	0.0819482	0.0139048	0.0290744	0.0899298	0.0770645	0.0819482	0.0384978	0.0297253	0.00331418	0.0691791	0.0139048	0.0384978	5.48177
133	-1215.535	-1209.949	-5.58601	2.344336	0.00450478	0.00450478	0.00450478	0.00450478	0.00450478	0.00450478	3.45971	3.45971	3.45971	3.45971	3.45971	3.45971	0.00260075	1.9974	0.0360842	27.713	1.73211	1.73211	1.73211	1.73211	1.73211	1.73211	1.732109	2.34434	2.34434	0.00885837	0.068094	0.00713941	0.0234676	0.0256735	0.00885837	0.112471	0.093777	0.0836774	0.00418196	0.068094	0.112471	0.306974	0.0806684	0.0691791	0.00713941	0.093777	0.306974	0.0943511	0.0122233	0.0234676	0.0836774	0.0806684	0.0943511	0.0260942	0.0256735	0.00418196	0.0691791	0.0122233	0.0260942	4.925058
134	-1220.227	-1215.34	-4.887186	2.326441	0.010716	0.010716	0.010716	0.010716	0.010716	0.010716	3.40397	3.40397	3.40397	3.40397	3.40397	3.40397	0.00627639	1.99372	0.0561077	17.8229	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.32644	2.32644	0.0087664	0.0833001	0.00830949	0.0302601	0.0210906	0.0087664	0.119932	0.107285	0.108043	0.00283164	0.0833001	0.119932	0.33363	0.0751507	0.0561027	0.00830949	0.107285	0.33363	0.0917582	0.0118463	0.0302601	0.108043	0.0751507	0.0917582	0.0234811	0.0210906	0.00283164	0.0561027	0.0118463	0.0234811	4.270609
135	-1218.45	-1213.169	-5.281185	2.225634	0.003661	0.003661	0.003661	0.003661	0.003661	0.003661	3.41103	3.41103	3.41103	3.41103	3.41103	3.41103	0.00214427	1.99786	0.032761	30.5241	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.22563	2.22563	0.011939	0.0804883	0.00926117	0.0324658	0.0222061	0.011939	0.111896	0.103077	0.0912323	0.00184584	0.0804883	0.111896	0.328591	0.0821956	0.0609994	0.00926117	0.103077	0.328591	0.0986134	0.0150868	0.0324658	0.0912323	0.0821956	0.0986134	0.0265648	0.0222061	0.00184584	0.0609994	0.0150868	0.0265648	5.0683
136	-1219.453	-1214.211	-5.241646	2.443319	0.00871116	0.00871116	0.00871116	0.00871116	0.00871116	0.00871116	3.40598	3.40598	3.40598	3.40598	3.40598	3.40598	0.00510217	1.9949	0.0505728	19.7735	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.44332	2.44332	0.0150968	0.0619203	0.0131517	0.0274145	0.0238487	0.0150968	0.111896	0.0817311	0.110434	0.00155182	0.0619203	0.111896	0.263648	0.0765952	0.0589984	0.0131517	0.0817311	0.263648	0.0933493	0.0146768	0.0274145	0.110434	0.0765952	0.0933493	0.0209512	0.0238487	0.00155182	0.0589984	0.0146768	0.0209512	4.42459
137	-1222.467	-1215.536	-6.931072	2.443319	0.00592555	0.00592555	0.00592555	0.00592555	0.00592555	0.00592555	3.40876	3.40876	3.40876	3.40876	3.40876	3.40876	0.00347063	1.99653	0.0416933	23.9847	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.44332	2.44332	0.01829	0.0817405	0.0111986	0.0348854	0.0303676	0.01829	0.117391	0.0817311	0.109294	0.00261212	0.0817405	0.117391	0.336454	0.0930358	0.0615654	0.0111986	0.0817311	0.336454	0.0933493	0.0142978	0.0348854	0.109294	0.0930358	0.0933493	0.0224612	0.0303676	0.00261212	0.0615654	0.0142978	0.0224612	4.710843
138	-1220.776	-1213.441	-7.335216	2.443319	0.00464708	0.00464708	0.00464708	0.00464708	0.00464708	0.00464708	3.41004	3.41004	3.41004	3.41004	3.41004	3.41004	0.00272182	1.99728	0.0369156	27.0888	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.44332	2.44332	0.0207437	0.0665572	0.00672447	0.0275799	0.0476951	0.0207437	0.11808	0.0877087	0.115483	0.00256852	0.0665572	0.11808	0.311844	0.0930358	0.0648359	0.00672447	0.0877087	0.311844	0.122036	0.0165443	0.0275799	0.115483	0.0930358	0.122036	0.0181275	0.0476951	0.00256852	0.0648359	0.0165443	0.0181275	4.891283
139	-1222.337	-1215.506	-6.830125	2.399218	0.00464708	0.00464708	0.00464708	0.00464708	0.00464708	0.00464708	3.41004	3.41004	3.41004	3.41004	3.41004	3.41004	0.00272182	1.99728	0.0369156	27.0888	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.39922	2.39922	0.0215877	0.0751893	0.00554285	0.0318423	0.0475748	0.0215877	0.103984	0.0877087	0.136061	0.0019091	0.0751893	0.103984	0.283491	0.0902133	0.0824076	0.00554285	0.0877087	0.283491	0.104116	0.0150693	0.0318423	0.136061	0.0902133	0.104116	0.0210149	0.0475748	0.0019091	0.0824076	0.0150693	0.0210149	4.891283
140	-1219.858	-1215.214	-4.643897	2.320973	0.0118262	0.0118262	0.0118262	0.0118262	0.0118262	0.0118262	3.40286	3.40286	3.40286	3.40286	3.40286	3.40286	0.00692669	1.99307	0.0589524	16.9629	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.32097	2.32097	0.0157629	0.0799447	0.00582189	0.0173875	0.054707	0.0157629	0.108983	0.0949099	0.118104	0.0019091	0.0799447	0.108983	0.280235	0.0856412	0.0859317	0.00582189	0.0949099	0.280235	0.0889291	0.0148498	0.0173875	0.118104	0.0856412	0.0889291	0.0209535	0.054707	0.0019091	0.0859317	0.0148498	0.0209535	4.197285
141	-1220.732	-1215.654	-5.077625	2.320973	0.00737607	0.00737607	0.00737607	0.00737607	0.00737607	0.00737607	3.40731	3.40731	3.40731	3.40731	3.40731	3.40731	0.0043202	1.99568	0.0465272	21.4928	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.32097	2.32097	0.0172641	0.0703966	0.00368764	0.0179596	0.0673316	0.0172641	0.0982814	0.107845	0.0737518	0.0018458	0.0703966	0.0982814	0.305375	0.0894334	0.0796269	0.00368764	0.107845	0.305375	0.0893227	0.0120255	0.0179596	0.0737518	0.0894334	0.0893227	0.0220813	0.0673316	0.0018458	0.0796269	0.0120255	0.0220813	4.548207
142	-1222.479	-1217.757	-4.72195	2.256806	0.00841531	0.00841531	0.00841531	0.00841531	0.00841531	0.00841531	3.40627	3.40627	3.40627	3.40627	3.40627	3.40627	0.00492889	1.99507	0.0497045	20.1189	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.25681	2.25681	0.0203259	0.0735504	0.00411902	0.0179515	0.0998676	0.0203259	0.0982814	0.103178	0.083849	0.00181428	0.0735504	0.0982814	0.305375	0.074172	0.0796269	0.00411902	0.103178	0.305375	0.107568	0.00781553	0.0179515	0.083849	0.074172	0.107568	0.0218879	0.0998676	0.00181428	0.0796269	0.00781553	0.0218879	4.450269
143	-1221.647	-1217.106	-4.540853	2.256806	0.00841531	0.00841531	0.00841531	0.00841531	0.00841531	0.00841531	3.40627	3.40627	3.40627	3.40627	3.40627	3.40627	0.00492889	1.99507	0.0497045	20.1189	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.25681	2.25681	0.0170238	0.0569314	0.00419163	0.0185391	0.0839542	0.0170238	0.101195	0.102445	0.0933465	0.0021282	0.0569314	0.101195	0.341224	0.0731661	0.0730591	0.00419163	0.102445	0.341224	0.0804518	0.01117	0.0185391	0.0933465	0.0731661	0.0804518	0.0204943	0.0839542	0.0021282	0.0730591	0.01117	0.0204943	4.450269
144	-1221.986	-1216.615	-5.371669	2.256806	0.00841531	0.00841531	0.00841531	0.00841531	0.00841531	0.00841531	3.40627	3.40627	3.40627	3.40627	3.40627	3.40627	0.00492889	1.99507	0.0497045	20.1189	1.70734	1.70734	1.70734	1.70734	1.70734	1.70734	1.707344	2.25681	2.25681	0.0135531	0.0688048	0.00338504	0.0165781	0.100539	0.0135531	0.121137	0.0954233	0.116194	0.00168966	0.0688048	0.121137	0.33285	0.076746	0.0872735	0.00338504	0.0954233	0.33285	0.0915233	0.00903387	0.0165781	0.116194	0.076746	0.0915233	0.0366294	0.100539	0.00168966	0.0872735	0.00903387	0.0366294	4.450269
145	-1223.421	-1217.601	-5.820341	2.256806	0.0085767	0.0085767	0.0085767	0.0085767	0.0085767	0.0085767	3.4716	3.4716	3.4716	3.4716	3.4716	3.4716	0.00492889	1.99507	0.0497045	20.1189	1.74009	1.74009	1.74009	1.74009	1.74009	1.74009	1.740087	2.25681	2.25681	0.0124013	0.0826821	0.00348223	0.0257019	0.161244	0.0124013	0.105186	0.0954233	0.0973912	0.00163344	0.0826821	0.105186	0.33285	0.0769529	0.0688161	0.00348223	0.0954233	0.33285	0.112353	0.00984116	0.0257019	0.0973912	0.0769529	0.112353	0.0330009	0.161244	0.00163344	0.0688161	0.00984116	0.0330009	4.450269
146	-1221.13	-1216.328	-4.801993	2.173292	0.00468735	0.00468735	0.00468735	0.00468735	0.00468735	0.00468735	3.47549	3.47549	3.47549	3.47549	3.47549	3.47549	0.00269374	1.99731	0.0367245	27.2298	1.74009	1.74009	1.74009	1.74009	1.74009	1.74009	1.740087	2.17329	2.17329	0.0100593	0.0645281	0.00529587	0.0282178	0.107893	0.0100593	0.116738	0.103879	0.0649956	0.00174766	0.0645281	0.116738	0.296116	0.0930694	0.0709292	0.00529587	0.103879	0.296116	0.108774	0.00995581	0.0282178	0.0649956	0.0930694	0.108774	0.0232083	0.107893	0.00174766	0.0709292	0.00995581	0.0232083	4.898979
147	-1220.983	-1215.661	-5.321923	2.331265	0.00687724	0.00687724	0.00687724	0.00687724	0.00687724	0.00687724	3.4733	3.4733	3.4733	3.4733	3.4733	3.4733	0.00395224	1.99605	0.0444976	22.4731	1.74009	1.74009	1.74009	1.74009	1.74009	1.74009	1.740087	2.33126	2.33126	0.00982114	0.05238	0.0053874	0.0188304	0.107893	0.00982114	0.116738	0.0926686	0.0743667	0.0020525	0.05238	0.116738	0.296901	0.0613735	0.0783383	0.0053874	0.0926686	0.296901	0.108774	0.0116413	0.0188304	0.0743667	0.0613735	0.108774	0.0213145	0.107893	0.0020525	0.0783383	0.0116413	0.0213145	4.614334
148	-1222.824	-1217.727	-5.096905	2.203139	0.00687724	0.00687724	0.00687724	0.00687724	0.00687724	0.00687724	3.4733	3.4733	3.4733	3.4733	3.4733	3.4733	0.00395224	1.99605	0.0444976	22.4731	1.74009	1.74009	1.74009	1.74009	1.74009	1.74009	1.740087	2.20314	2.20314	0.0115507	0.0582961	0.00604062	0.0148606	0.112712	0.0115507	0.125946	0.0949886	0.101205	0.00247218	0.0582961	0.125946	0.312382	0.0725911	0.0669321	0.00604062	0.0949886	0.312382	0.151042	0.011686	0.0148606	0.101205	0.0725911	0.151042	0.0189717	0.112712	0.00247218	0.0669321	0.011686	0.0189717	4.614334
149	-1222.509	-1217.114	-5.395009	2.276069	0.00692025	0.00692025	0.00692025	0.00692025	0.00692025	0.00692025	3.49502	3.49502	3.49502	3.49502	3.49502	3.49502	0.00395224	1.99605	0.0444976	22.4731	1.75097	1.75097	1.75097	1.75097	1.75097	1.75097	1.750968	2.27607	2.27607	0.0113989	0.0737263	0.0115569	0.0184614	0.077503	0.0113989	0.110105	0.0636649	0.120039	0.00300996	0.0737263	0.110105	0.306003	0.0775118	0.07613	0.0115569	0.0636649	0.306003	0.135737	0.0159245	0.0184614	0.120039	0.0775118	0.135737	0.0203102	0.077503	0.00300996	0.07613	0.0159245	0.0203102	4.614334
150	-1222.635	-1217.572	-5.063488	2.260746	0.00692025	0.00692025	0.00692025	0.00692025	0.00692025	0.00692025	3.49502	3.49502	3.49502	3.49502	3.49502	3.49502	0.00395224	1.99605	0.0444976	22.4731	1.75097	1.75097	1.75097	1.75097	1.75097	1.75097	1.750968	2.26075	2.26075	0.0144292	0.0596188	0.00996375	0.0292479	0.0715443	0.0144292	0.110608	0.0674664	0.0964905	0.00293985	0.0596188	0.110608	0.336329	0.0658954	0.0571834	0.00996375	0.0674664	0.336329	0.129102	0.0184306	0.0292479	0.0964905	0.0658954	0.129102	0.0304282	0.0715443	0.00293985	0.0571834	0.0184306	0.0304282	4.614334
151	-1220.095	-1217.288	-2.807326	2.118599	0.00692025	0.00692025	0.00692025	0.00692025	0.00692025	0.00692025	3.49502	3.49502	3.49502	3.49502	3.49502	3.49502	0.00395224	1.99605	0.0444976	22.4731	1.75097	1.75097	1.75097	1.75097	1.75097	1.75097	1.750968	2.1186	2.1186	0.0113197	0.0677294	0.0101009	0.0254256	0.040656	0.0113197	0.102971	0.070483	0.0964905	0.00371165	0.0677294	0.102971	0.300578	0.0658954	0.0571834	0.0101009	0.070483	0.300578	0.0978076	0.0151268	0.0254256	0.0964905	0.0658954	0.0978076	0.0264036	0.040656	0.00371165	0.0571834	0.0151268	0.0264036	4.614334
152	-1218.953	-1215.772	-3.181319	2.118599	0.00681986	0.00681986	0.00681986	0.00681986	0.00681986	0.00681986	3.44431	3.44431	3.44431	3.44431	3.44431	3.44431	0.00395224	1.99605	0.0444976	22.4731	1.72557	1.72557	1.72557	1.72557	1.72557	1.72557	1.725567	2.1186	2.1186	0.0181328	0.0565619	0.0128496	0.0308829	0.0247297	0.0181328	0.102971	0.0884066	0.109876	0.00339794	0.0565619	0.102971	0.300578	0.0658954	0.0695486	0.0128496	0.0884066	0.300578	0.109421	0.0164002	0.0308829	0.109876	0.0658954	0.109421	0.0252808	0.0247297	0.00339794	0.0695486	0.0164002	0.0252808	4.614334
153	-1220.369	-1214.916	-5.452643	2.418644	0.00681986	0.00681986	0.00681986	0.00681986	0.00681986	0.00681986	3.44431	3.44431	3.44431	3.44431	3.44431	3.44431	0.00395224	1.99605	0.0444976	22.4731	1.72557	1.72557	1.72557	1.72557	1.72557	1.72557	1.725567	2.41864	2.41864	0.0186509	0.0545713	0.0122874	0.0295087	0.0210808	0.0186509	0.102971	0.0892589	0.085146	0.00468753	0.0545713	0.102971	0.267557	0.1039	0.0626704	0.0122874	0.0892589	0.267557	0.0944072	0.0155315	0.0295087	0.085146	0.1039	0.0944072	0.0242813	0.0210808	0.00468753	0.0626704	0.0155315	0.0242813	4.614334
154	-1227.333	-1219.888	-7.444712	2.483616	0.00698309	0.00698309	0.00698309	0.00698309	0.00698309	0.00698309	3.44415	3.44415	3.44415	3.44415	3.44415	3.44415	0.00404684	1.99595	0.045028	22.2084	1.72557	1.72557	1.72557	1.72557	1.72557	1.72557	1.725567	2.48362	2.48362	0.0207695	0.048575	0.0130731	0.0246269	0.0248664	0.0207695	0.109918	0.101337	0.114617	0.00500983	0.048575	0.109918	0.348394	0.108909	0.0682972	0.0130731	0.101337	0.348394	0.116808	0.0155315	0.0246269	0.114617	0.108909	0.116808	0.0247905	0.0248664	0.00500983	0.0682972	0.0155315	0.0247905	4.596764
155	-1222.184	-1218.688	-3.496013	2.134344	0.00698309	0.00698309	0.00698309	0.00698309	0.00698309	0.00698309	3.44415	3.44415	3.44415	3.44415	3.44415	3.44415	0.00404684	1.99595	0.045028	22.2084	1.72557	1.72557	1.72557	1.72557	1.72557	1.72557	1.725567	2.13434	2.13434	0.0155469	0.0817146	0.0130731	0.0408524	0.0168354	0.0155469	0.114213	0.0792571	0.10582	0.00441005	0.0817146	0.114213	0.26348	0.10742	0.0570343	0.0130731	0.0792571	0.26348	0.108491	0.0221684	0.0408524	0.10582	0.10742	0.108491	0.0270328	0.0168354	0.00441005	0.0570343	0.0221684	0.0270328	4.596764
156	-1220.111	-1215.185	-4.925642	2.134344	0.00276332	0.00276332	0.00276332	0.00276332	0.00276332	0.00276332	3.33032	3.33032	3.33032	3.33032	3.33032	3.33032	0.00165812	1.99834	0.0288053	34.7158	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.13434	2.13434	0.00688926	0.0817146	0.0116692	0.042999	0.0188779	0.00688926	0.110649	0.0834477	0.122098	0.00386727	0.0817146	0.110649	0.31577	0.100676	0.0516834	0.0116692	0.0834477	0.31577	0.0867663	0.0310817	0.042999	0.122098	0.100676	0.0867663	0.0270328	0.0188779	0.00386727	0.0516834	0.0310817	0.0270328	5.25908
157	-1219.118	-1215.978	-3.140556	2.187232	0.00937397	0.00937397	0.00937397	0.00937397	0.00937397	0.00937397	3.32371	3.32371	3.32371	3.32371	3.32371	3.32371	0.0056248	1.99438	0.0531068	18.83	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.18723	2.18723	0.00770117	0.0754927	0.0183714	0.0467075	0.0188779	0.00770117	0.0979467	0.0798657	0.0801506	0.00554647	0.0754927	0.0979467	0.293941	0.0908811	0.0516834	0.0183714	0.0798657	0.293941	0.0951505	0.0241935	0.0467075	0.0801506	0.0908811	0.0951505	0.0283687	0.0188779	0.00554647	0.0516834	0.0241935	0.0283687	4.352105
