Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
38	-1225.191	-1215.752	-9.439544	2.381817	0.000438094	0.000438094	0.000438094	0.000438094	0.000438094	0.000438094	3.40861	3.40861	3.40861	3.40861	3.40861	3.40861	0.000257018	1.99974	0.0113369	88.2074	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.38182	2.38182	0.00287774	0.0632304	0.00471448	0.0183165	0.109703	0.00287774	0.106951	0.0746183	0.0973332	0.00532463	0.0632304	0.106951	0.324571	0.0997362	0.0413015	0.00471448	0.0746183	0.324571	0.0761947	0.0223504	0.0183165	0.0973332	0.0997362	0.0761947	0.0384983	0.109703	0.00532463	0.0413015	0.0223504	0.0384983	6.6416
39	-1219.082	-1211.05	-8.031645	2.38859	0.00187751	0.00187751	0.00187751	0.00187751	0.00187751	0.00187751	3.40717	3.40717	3.40717	3.40717	3.40717	3.40717	0.00110149	1.9989	0.0234744	42.5996	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.38859	2.38859	0.00146585	0.0686596	0.00577936	0.024191	0.0919399	0.00146585	0.125326	0.0910224	0.10199	0.00774584	0.0686596	0.125326	0.324571	0.0877831	0.0546247	0.00577936	0.0910224	0.324571	0.0673525	0.0250297	0.024191	0.10199	0.0877831	0.0673525	0.0481171	0.0919399	0.00774584	0.0546247	0.0250297	0.0481171	5.562494
40	-1216.309	-1211.927	-4.38215	2.275619	0.00995894	0.00995894	0.00995894	0.00995894	0.00995894	0.00995894	3.39909	3.39909	3.39909	3.39909	3.39909	3.39909	0.00584266	1.99416	0.0541284	18.4746	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.27562	2.27562	0.00171954	0.0556261	0.00866481	0.0178742	0.0808549	0.00171954	0.117438	0.0808371	0.0980524	0.00926615	0.0556261	0.117438	0.281187	0.100486	0.0591206	0.00866481	0.0808371	0.281187	0.0827642	0.0279243	0.0178742	0.0980524	0.100486	0.0827642	0.0450302	0.0808549	0.00926615	0.0591206	0.0279243	0.0450302	4.323855
41	-1215.016	-1211.259	-3.756827	2.271091	0.00995894	0.00995894	0.00995894	0.00995894	0.00995894	0.00995894	3.39909	3.39909	3.39909	3.39909	3.39909	3.39909	0.00584266	1.99416	0.0541284	18.4746	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.27109	2.27109	0.00182164	0.0597638	0.0111634	0.0302869	0.0539777	0.00182164	0.0984623	0.0832015	0.0961864	0.00518598	0.0597638	0.0984623	0.281187	0.0761689	0.0587103	0.0111634	0.0832015	0.281187	0.0827642	0.0240993	0.0302869	0.0961864	0.0761689	0.0827642	0.0391196	0.0539777	0.00518598	0.0587103	0.0240993	0.0391196	4.323855
42	-1216.427	-1211.324	-5.102549	2.243556	0.00530081	0.00530081	0.00530081	0.00530081	0.00530081	0.00530081	3.40374	3.40374	3.40374	3.40374	3.40374	3.40374	0.00310985	1.99689	0.0394632	25.34	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.24356	2.24356	0.00285411	0.0564912	0.0111634	0.0258496	0.055813	0.00285411	0.0984623	0.0921239	0.090188	0.00819351	0.0564912	0.0984623	0.307364	0.0801865	0.0645672	0.0111634	0.0921239	0.307364	0.124313	0.0311993	0.0258496	0.090188	0.0801865	0.124313	0.04198	0.055813	0.00819351	0.0645672	0.0311993	0.04198	4.792342
43	-1217.081	-1212.869	-4.211677	2.136337	0.00530081	0.00530081	0.00530081	0.00530081	0.00530081	0.00530081	3.40374	3.40374	3.40374	3.40374	3.40374	3.40374	0.00310985	1.99689	0.0394632	25.34	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.13634	2.13634	0.00372729	0.0746562	0.00737916	0.0215471	0.055813	0.00372729	0.121096	0.0935934	0.0688756	0.0137152	0.0746562	0.121096	0.307364	0.077123	0.0697576	0.00737916	0.0935934	0.307364	0.0972459	0.0227548	0.0215471	0.0688756	0.077123	0.0972459	0.0646272	0.055813	0.0137152	0.0697576	0.0227548	0.0646272	4.792342
44	-1217.8	-1211.056	-6.743859	2.427987	0.00530081	0.00530081	0.00530081	0.00530081	0.00530081	0.00530081	3.40374	3.40374	3.40374	3.40374	3.40374	3.40374	0.00310985	1.99689	0.0394632	25.34	1.70452	1.70452	1.70452	1.70452	1.70452	1.70452	1.704523	2.42799	2.42799	0.00435402	0.0661099	0.00783808	0.0250495	0.0461766	0.00435402	0.121096	0.0971782	0.0735226	0.0165709	0.0661099	0.121096	0.307364	0.0820723	0.0697576	0.00783808	0.0971782	0.307364	0.0834975	0.0285119	0.0250495	0.0735226	0.0820723	0.0834975	0.0590466	0.0461766	0.0165709	0.0697576	0.0285119	0.0590466	4.792342
45	-1219.437	-1214.019	-5.418066	2.247797	0.00542089	0.00542089	0.00542089	0.00542089	0.00542089	0.00542089	3.48085	3.48085	3.48085	3.48085	3.48085	3.48085	0.00310985	1.99689	0.0394632	25.34	1.74314	1.74314	1.74314	1.74314	1.74314	1.74314	1.743136	2.2478	2.2478	0.0063956	0.0662606	0.00837914	0.0328301	0.0402209	0.0063956	0.116568	0.101206	0.0717385	0.0209266	0.0662606	0.116568	0.297715	0.0986006	0.0636424	0.00837914	0.101206	0.297715	0.104159	0.0276667	0.0328301	0.0717385	0.0986006	0.104159	0.0626712	0.0402209	0.0209266	0.0636424	0.0276667	0.0626712	4.792342
46	-1219.135	-1214.692	-4.443589	2.259163	0.00975251	0.00975251	0.00975251	0.00975251	0.00975251	0.00975251	3.47652	3.47652	3.47652	3.47652	3.47652	3.47652	0.0055948	1.99441	0.0529646	18.8805	1.74314	1.74314	1.74314	1.74314	1.74314	1.74314	1.743136	2.25916	2.25916	0.0055213	0.0766515	0.00847636	0.0275404	0.0378242	0.0055213	0.129376	0.0942538	0.0841004	0.0188934	0.0766515	0.129376	0.292124	0.0704077	0.0613603	0.00847636	0.0942538	0.292124	0.0786464	0.023289	0.0275404	0.0841004	0.0704077	0.0786464	0.0731103	0.0378242	0.0188934	0.0613603	0.023289	0.0731103	4.35608
47	-1220.914	-1215.551	-5.3624	2.325723	0.00524872	0.00524872	0.00524872	0.00524872	0.00524872	0.00524872	3.48102	3.48102	3.48102	3.48102	3.48102	3.48102	0.00301108	1.99699	0.0388305	25.7529	1.74314	1.74314	1.74314	1.74314	1.74314	1.74314	1.743136	2.32572	2.32572	0.00640478	0.0651768	0.0113173	0.0170687	0.0391582	0.00640478	0.120324	0.0861792	0.078448	0.0134635	0.0651768	0.120324	0.243936	0.0804761	0.0605787	0.0113173	0.0861792	0.243936	0.101091	0.0364077	0.0170687	0.078448	0.0804761	0.101091	0.0703589	0.0391582	0.0134635	0.0605787	0.0364077	0.0703589	4.816305
48	-1218.277	-1213.409	-4.867517	2.325723	0.0120702	0.0120702	0.0120702	0.0120702	0.0120702	0.0120702	3.4742	3.4742	3.4742	3.4742	3.4742	3.4742	0.00692444	1.99308	0.0589428	16.9656	1.74314	1.74314	1.74314	1.74314	1.74314	1.74314	1.743136	2.32572	2.32572	0.00752818	0.0658788	0.00941478	0.0149164	0.0462237	0.00752818	0.120324	0.0878755	0.0965908	0.0109401	0.0658788	0.120324	0.292818	0.0681641	0.0645882	0.00941478	0.0878755	0.292818	0.127671	0.0388908	0.0149164	0.0965908	0.0681641	0.127671	0.039926	0.0462237	0.0109401	0.0645882	0.0388908	0.039926	4.197526
49	-1219.938	-1212.538	-7.399686	2.325723	0.0014902	0.0014902	0.0014902	0.0014902	0.0014902	0.0014902	3.48478	3.48478	3.48478	3.48478	3.48478	3.48478	0.000854895	1.99915	0.0206792	48.3577	1.74314	1.74314	1.74314	1.74314	1.74314	1.74314	1.743136	2.32572	2.32572	0.00698818	0.0565438	0.00955187	0.00949278	0.04561	0.00698818	0.120324	0.098279	0.0746937	0.012788	0.0565438	0.120324	0.297033	0.0934597	0.0692843	0.00955187	0.098279	0.297033	0.122153	0.0287181	0.00949278	0.0746937	0.0934597	0.122153	0.0357617	0.04561	0.012788	0.0692843	0.0287181	0.0357617	5.750459
50	-1226.416	-1224.481	-1.934453	2.15949	0.0294972	0.0294972	0.0294972	0.0294972	0.0294972	0.0294972	3.45677	3.45677	3.45677	3.45677	3.45677	3.45677	0.0169219	1.98308	0.092375	10.8254	1.74314	1.74314	1.74314	1.74314	1.74314	1.74314	1.743136	2.15949	2.15949	0.00758115	0.0624483	0.00886	0.0110215	0.0404561	0.00758115	0.120601	0.0739516	0.101817	0.01084	0.0624483	0.120601	0.264234	0.133302	0.0780382	0.00886	0.0739516	0.264234	0.0958275	0.019066	0.0110215	0.101817	0.133302	0.0958275	0.0300812	0.0404561	0.01084	0.0780382	0.019066	0.0300812	3.531408
51	-1221.585	-1218.098	-3.486952	2.15949	0.00727452	0.00727452	0.00727452	0.00727452	0.00727452	0.00727452	3.35957	3.35957	3.35957	3.35957	3.35957	3.35957	0.00432126	1.99568	0.0465329	21.4902	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.15949	2.15949	0.00749286	0.0648417	0.00941474	0.0108355	0.045008	0.00749286	0.131458	0.0658925	0.0943874	0.00921381	0.0648417	0.131458	0.262742	0.113507	0.0780183	0.00941474	0.0658925	0.262742	0.0996106	0.019066	0.0108355	0.0943874	0.113507	0.0996106	0.031602	0.045008	0.00921381	0.0780183	0.019066	0.031602	4.548024
52	-1223.024	-1216.731	-6.293042	2.15949	0.00128906	0.00128906	0.00128906	0.00128906	0.00128906	0.00128906	3.36556	3.36556	3.36556	3.36556	3.36556	3.36556	0.000765739	1.99923	0.0195708	51.0965	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.15949	2.15949	0.00711803	0.0555605	0.0101211	0.0142209	0.0564227	0.00711803	0.102883	0.0801542	0.108712	0.00921381	0.0555605	0.102883	0.341424	0.0841079	0.0466083	0.0101211	0.0801542	0.341424	0.121789	0.0281271	0.0142209	0.108712	0.0841079	0.121789	0.0463788	0.0564227	0.00921381	0.0466083	0.0281271	0.0463788	5.832137
53	-1226.379	-1219.491	-6.887646	2.207593	0.000802993	0.000802993	0.000802993	0.000802993	0.000802993	0.000802993	3.36604	3.36604	3.36604	3.36604	3.36604	3.36604	0.000477	1.99952	0.0154453	64.7447	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.20759	2.20759	0.00702556	0.0640448	0.0112415	0.0104956	0.0543188	0.00702556	0.102883	0.0671533	0.0701712	0.00762534	0.0640448	0.102883	0.341424	0.0710704	0.0474097	0.0112415	0.0671533	0.341424	0.130714	0.0320293	0.0104956	0.0701712	0.0710704	0.130714	0.0471016	0.0543188	0.00762534	0.0474097	0.0320293	0.0471016	6.18312
54	-1222.738	-1217.888	-4.850206	2.207593	0.00249694	0.00249694	0.00249694	0.00249694	0.00249694	0.00249694	3.36435	3.36435	3.36435	3.36435	3.36435	3.36435	0.00148325	1.99852	0.0272429	36.7068	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.20759	2.20759	0.0117385	0.0764023	0.0165585	0.00957952	0.0368554	0.0117385	0.108301	0.0650621	0.0651425	0.00663515	0.0764023	0.108301	0.282427	0.088936	0.0618116	0.0165585	0.0650621	0.282427	0.0848158	0.0369887	0.00957952	0.0651425	0.088936	0.0848158	0.0457216	0.0368554	0.00663515	0.0618116	0.0369887	0.0457216	5.341758
55	-1222.358	-1219.614	-2.743683	2.080145	0.00655151	0.00655151	0.00655151	0.00655151	0.00655151	0.00655151	3.3603	3.3603	3.3603	3.3603	3.3603	3.3603	0.00389178	1.99611	0.0441552	22.6474	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.08014	2.08014	0.0117385	0.0655773	0.0213013	0.0067142	0.0417156	0.0117385	0.14036	0.0820619	0.0648777	0.00568123	0.0655773	0.14036	0.282427	0.0880684	0.0693508	0.0213013	0.0820619	0.282427	0.0818143	0.0371517	0.0067142	0.0648777	0.0880684	0.0818143	0.0266552	0.0417156	0.00568123	0.0693508	0.0371517	0.0266552	4.625785
56	-1220.409	-1216.319	-4.09055	2.264881	0.00655151	0.00655151	0.00655151	0.00655151	0.00655151	0.00655151	3.3603	3.3603	3.3603	3.3603	3.3603	3.3603	0.00389178	1.99611	0.0441552	22.6474	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.26488	2.26488	0.012998	0.0564545	0.018948	0.00791886	0.0373068	0.012998	0.123906	0.0804109	0.0625158	0.00717483	0.0564545	0.123906	0.302345	0.0848563	0.0612345	0.018948	0.0804109	0.302345	0.0759329	0.0336221	0.00791886	0.0625158	0.0848563	0.0759329	0.0243431	0.0373068	0.00717483	0.0612345	0.0336221	0.0243431	4.625785
57	-1221.783	-1215.936	-5.84654	2.389429	0.00655151	0.00655151	0.00655151	0.00655151	0.00655151	0.00655151	3.3603	3.3603	3.3603	3.3603	3.3603	3.3603	0.00389178	1.99611	0.0441552	22.6474	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.38943	2.38943	0.0124336	0.0705953	0.0213403	0.00920901	0.0280144	0.0124336	0.114818	0.100349	0.0981102	0.00717483	0.0705953	0.114818	0.302345	0.113583	0.0612345	0.0213403	0.100349	0.302345	0.0759329	0.0308368	0.00920901	0.0981102	0.113583	0.0759329	0.0139743	0.0280144	0.00717483	0.0612345	0.0308368	0.0139743	4.625785
58	-1221.098	-1220.54	-0.5582047	1.968321	0.01723	0.01723	0.01723	0.01723	0.01723	0.01723	3.34962	3.34962	3.34962	3.34962	3.34962	3.34962	0.0102351	1.98976	0.0717207	13.943	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	1.96832	1.96832	0.0109224	0.0667382	0.0137396	0.00920901	0.0382987	0.0109224	0.111454	0.100349	0.110468	0.00779336	0.0667382	0.111454	0.312973	0.0776193	0.0646886	0.0137396	0.100349	0.312973	0.0622134	0.0308368	0.00920901	0.110468	0.0776193	0.0622134	0.0129382	0.0382987	0.00779336	0.0646886	0.0308368	0.0129382	3.906621
59	-1219.345	-1217.394	-1.95067	2.107732	0.01723	0.01723	0.01723	0.01723	0.01723	0.01723	3.34962	3.34962	3.34962	3.34962	3.34962	3.34962	0.0102351	1.98976	0.0717207	13.943	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.10773	2.10773	0.0128788	0.0543653	0.0168779	0.00694589	0.05853	0.0128788	0.0963167	0.0963892	0.103593	0.00608674	0.0543653	0.0963167	0.318082	0.0785677	0.0690802	0.0168779	0.0963892	0.318082	0.0882918	0.0224243	0.00694589	0.103593	0.0785677	0.0882918	0.0166604	0.05853	0.00608674	0.0690802	0.0224243	0.0166604	3.906621
60	-1221.643	-1216.729	-4.914282	2.285159	0.00422356	0.00422356	0.00422356	0.00422356	0.00422356	0.00422356	3.36262	3.36262	3.36262	3.36262	3.36262	3.36262	0.00250891	1.99749	0.0354405	28.2163	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.28516	2.28516	0.0142177	0.0447623	0.0161558	0.00663149	0.0488068	0.0142177	0.104294	0.110541	0.0879587	0.00611369	0.0447623	0.104294	0.301975	0.0785677	0.0497352	0.0161558	0.110541	0.301975	0.0882918	0.021561	0.00663149	0.0879587	0.0785677	0.0882918	0.020127	0.0488068	0.00611369	0.0497352	0.021561	0.020127	4.951742
61	-1217.229	-1213.591	-3.638294	2.181783	0.00683712	0.00683712	0.00683712	0.00683712	0.00683712	0.00683712	3.36001	3.36001	3.36001	3.36001	3.36001	3.36001	0.00406144	1.99594	0.0451093	22.1684	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.18178	2.18178	0.00974193	0.0523973	0.0108953	0.00675381	0.0616325	0.00974193	0.110278	0.0981571	0.0811797	0.00820078	0.0523973	0.110278	0.299198	0.0785677	0.0571711	0.0108953	0.0981571	0.299198	0.112844	0.0201156	0.00675381	0.0811797	0.0785677	0.112844	0.0217806	0.0616325	0.00820078	0.0571711	0.0201156	0.0217806	4.59409
62	-1217.322	-1214.297	-3.025622	2.089816	0.00683712	0.00683712	0.00683712	0.00683712	0.00683712	0.00683712	3.36001	3.36001	3.36001	3.36001	3.36001	3.36001	0.00406144	1.99594	0.0451093	22.1684	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.08982	2.08982	0.00747043	0.0809404	0.00783093	0.00845082	0.0639678	0.00747043	0.128581	0.0966367	0.0811797	0.00673892	0.0809404	0.128581	0.299198	0.0765057	0.0585249	0.00783093	0.0966367	0.299198	0.0927699	0.0213714	0.00845082	0.0811797	0.0765057	0.0927699	0.0228409	0.0639678	0.00673892	0.0585249	0.0213714	0.0228409	4.59409
63	-1218.605	-1211.582	-7.022275	2.293453	0.00128314	0.00128314	0.00128314	0.00128314	0.00128314	0.00128314	3.36556	3.36556	3.36556	3.36556	3.36556	3.36556	0.000762218	1.99924	0.0195257	51.2145	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.29345	2.29345	0.0100434	0.0690653	0.00701682	0.00877047	0.065053	0.0100434	0.110992	0.105501	0.077245	0.00717678	0.0690653	0.110992	0.299198	0.0712604	0.0749454	0.00701682	0.105501	0.299198	0.0849016	0.0158912	0.00877047	0.077245	0.0712604	0.0849016	0.0519623	0.065053	0.00717678	0.0749454	0.0158912	0.0519623	5.835555
64	-1225.68	-1218.4	-7.280686	2.293453	0.00128314	0.00128314	0.00128314	0.00128314	0.00128314	0.00128314	3.36556	3.36556	3.36556	3.36556	3.36556	3.36556	0.000762218	1.99924	0.0195257	51.2145	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.29345	2.29345	0.00900834	0.0995262	0.00902591	0.00827391	0.0539753	0.00900834	0.10364	0.117744	0.0951404	0.00835254	0.0995262	0.10364	0.305863	0.0572651	0.0598064	0.00902591	0.117744	0.305863	0.0918409	0.0195873	0.00827391	0.0951404	0.0572651	0.0918409	0.0486012	0.0539753	0.00835254	0.0598064	0.0195873	0.0486012	5.835555
65	-1218.419	-1212.043	-6.375646	2.181995	0.00128314	0.00128314	0.00128314	0.00128314	0.00128314	0.00128314	3.36556	3.36556	3.36556	3.36556	3.36556	3.36556	0.000762218	1.99924	0.0195257	51.2145	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.182	2.182	0.0072567	0.0724804	0.0134363	0.00624548	0.0621719	0.0072567	0.120936	0.111198	0.0951404	0.00669374	0.0724804	0.120936	0.305863	0.0722133	0.0609991	0.0134363	0.111198	0.305863	0.108246	0.0196008	0.00624548	0.0951404	0.0722133	0.108246	0.036366	0.0621719	0.00669374	0.0609991	0.0196008	0.036366	5.835555
66	-1217.866	-1214.316	-3.550076	2.224904	0.0144347	0.0144347	0.0144347	0.0144347	0.0144347	0.0144347	3.35241	3.35241	3.35241	3.35241	3.35241	3.35241	0.0085746	1.99143	0.0656183	15.2397	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.2249	2.2249	0.0072567	0.0558843	0.0150225	0.00733211	0.0515743	0.0072567	0.131325	0.0906364	0.113043	0.00669374	0.0558843	0.131325	0.305863	0.0722133	0.0557498	0.0150225	0.0906364	0.305863	0.100767	0.0274691	0.00733211	0.113043	0.0722133	0.100767	0.0395184	0.0515743	0.00669374	0.0557498	0.0274691	0.0395184	4.038461
67	-1221.839	-1219.328	-2.510817	2.179652	0.0144347	0.0144347	0.0144347	0.0144347	0.0144347	0.0144347	3.35241	3.35241	3.35241	3.35241	3.35241	3.35241	0.0085746	1.99143	0.0656183	15.2397	1.68342	1.68342	1.68342	1.68342	1.68342	1.68342	1.683424	2.17965	2.17965	0.0072567	0.0489674	0.0166375	0.00651528	0.0625388	0.0072567	0.126965	0.0900029	0.107371	0.005227	0.0489674	0.126965	0.264127	0.0722133	0.0677807	0.0166375	0.0900029	0.264127	0.0619239	0.0367786	0.00651528	0.107371	0.0722133	0.0619239	0.0361628	0.0625388	0.005227	0.0677807	0.0367786	0.0361628	4.038461
68	-1221.433	-1217.58	-3.852876	2.176607	0.00516479	0.00516479	0.00516479	0.00516479	0.00516479	0.00516479	3.34008	3.34008	3.34008	3.34008	3.34008	3.34008	0.00308784	1.99691	0.0393231	25.4303	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.17661	2.17661	0.00983834	0.0485464	0.0175718	0.00733863	0.0721706	0.00983834	0.131133	0.0807132	0.0897461	0.00632027	0.0485464	0.131133	0.287367	0.0773857	0.0677807	0.0175718	0.0807132	0.287367	0.060208	0.0318808	0.00733863	0.0897461	0.0773857	0.060208	0.0323595	0.0721706	0.00632027	0.0677807	0.0318808	0.0323595	4.797616
69	-1220.566	-1216.513	-4.053411	2.193831	0.00361953	0.00361953	0.00361953	0.00361953	0.00361953	0.00361953	3.34162	3.34162	3.34162	3.34162	3.34162	3.34162	0.00216399	1.99784	0.0329115	30.3845	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.19383	2.19383	0.00817663	0.0530458	0.0113828	0.00710653	0.0626944	0.00817663	0.131133	0.085125	0.0725361	0.00629705	0.0530458	0.131133	0.287367	0.0600726	0.0646179	0.0113828	0.085125	0.287367	0.0742898	0.0245639	0.00710653	0.0725361	0.0600726	0.0742898	0.0273932	0.0626944	0.00629705	0.0646179	0.0245639	0.0273932	5.061505
70	-1221.999	-1217.25	-4.748901	2.193831	0.00285718	0.00285718	0.00285718	0.00285718	0.00285718	0.00285718	3.34238	3.34238	3.34238	3.34238	3.34238	3.34238	0.00170821	1.99829	0.0292375	34.2026	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.19383	2.19383	0.00786733	0.0503579	0.00864556	0.00461852	0.0776188	0.00786733	0.10329	0.110655	0.0926267	0.00484946	0.0503579	0.10329	0.287367	0.0607715	0.0819591	0.00864556	0.110655	0.287367	0.0728346	0.0251036	0.00461852	0.0926267	0.0607715	0.0728346	0.0313331	0.0776188	0.00484946	0.0819591	0.0251036	0.0313331	5.236999
71	-1222.371	-1212.199	-10.17274	2.315014	0.000133248	0.000133248	0.000133248	0.000133248	0.000133248	0.000133248	3.34511	3.34511	3.34511	3.34511	3.34511	3.34511	7.96643e-05	1.99992	0.0063114	158.444	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.31501	2.31501	0.00694474	0.0580324	0.00813227	0.00461852	0.100722	0.00694474	0.10329	0.0947532	0.0735615	0.00616963	0.0580324	0.10329	0.297746	0.0677881	0.0670394	0.00813227	0.0947532	0.297746	0.104216	0.0247761	0.00461852	0.0735615	0.0677881	0.104216	0.0550022	0.100722	0.00616963	0.0670394	0.0247761	0.0550022	7.509971
72	-1227.36	-1217.179	-10.18169	2.354411	0.000319484	0.000319484	0.000319484	0.000319484	0.000319484	0.000319484	3.34492	3.34492	3.34492	3.34492	3.34492	3.34492	0.000191008	1.99981	0.00977308	102.322	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.35441	2.35441	0.00785723	0.0580324	0.00918916	0.00531624	0.11764	0.00785723	0.103489	0.110577	0.090528	0.00658606	0.0580324	0.103489	0.261136	0.0801832	0.0800561	0.00918916	0.110577	0.261136	0.150097	0.0221793	0.00531624	0.090528	0.0801832	0.150097	0.0532502	0.11764	0.00658606	0.0800561	0.0221793	0.0532502	6.861667
73	-1228.745	-1217.949	-10.79621	2.354411	0.000319484	0.000319484	0.000319484	0.000319484	0.000319484	0.000319484	3.34492	3.34492	3.34492	3.34492	3.34492	3.34492	0.000191008	1.99981	0.00977308	102.322	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.35441	2.35441	0.0134374	0.0617149	0.00886808	0.00553372	0.0929915	0.0134374	0.139194	0.0905766	0.101862	0.00479147	0.0617149	0.139194	0.319535	0.0865259	0.0873732	0.00886808	0.0905766	0.319535	0.149406	0.0219804	0.00553372	0.101862	0.0865259	0.149406	0.0404038	0.0929915	0.00479147	0.0873732	0.0219804	0.0404038	6.861667
74	-1223.141	-1218.788	-4.352813	2.064629	0.0051048	0.0051048	0.0051048	0.0051048	0.0051048	0.0051048	3.34014	3.34014	3.34014	3.34014	3.34014	3.34014	0.00305198	1.99695	0.0390938	25.5795	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.06463	2.06463	0.00945029	0.0617149	0.0103223	0.00717541	0.063196	0.00945029	0.133635	0.0905766	0.12844	0.00584374	0.0617149	0.133635	0.312548	0.0684426	0.0712858	0.0103223	0.0905766	0.312548	0.149406	0.0171652	0.00717541	0.12844	0.0684426	0.149406	0.0568905	0.063196	0.00584374	0.0712858	0.0171652	0.0568905	4.806289
75	-1223.463	-1216.556	-6.90702	2.395741	0.0051048	0.0051048	0.0051048	0.0051048	0.0051048	0.0051048	3.34014	3.34014	3.34014	3.34014	3.34014	3.34014	0.00305198	1.99695	0.0390938	25.5795	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	1.67262	2.39574	2.39574	0.0155799	0.0724046	0.0103223	0.0114052	0.052159	0.0155799	0.1374	0.0720973	0.110964	0.00780578	0.0724046	0.1374	0.312548	0.0660149	0.0758789	0.0103223	0.0720973	0.312548	0.129082	0.0143778	0.0114052	0.110964	0.0660149	0.129082	0.0499021	0.052159	0.00780578	0.0758789	0.0143778	0.0499021	4.806289
76	-1222.863	-1216.629	-6.233821	2.395741	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	3.4193	3.4193	3.4193	3.4193	3.4193	3.4193	0.00305198	1.99695	0.0390938	25.5795	1.71226	1.71226	1.71226	1.71226	1.71226	1.71226	1.712264	2.39574	2.39574	0.0143966	0.0528088	0.00785671	0.0119636	0.0499527	0.0143966	0.119079	0.0738204	0.107769	0.00946259	0.0528088	0.119079	0.288122	0.0524399	0.0758789	0.00785671	0.0738204	0.288122	0.101997	0.017844	0.0119636	0.107769	0.0524399	0.101997	0.077378	0.0499527	0.00946259	0.0758789	0.017844	0.077378	4.806289
77	-1221.404	-1215.902	-5.502345	2.252446	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	3.4193	3.4193	3.4193	3.4193	3.4193	3.4193	0.00305198	1.99695	0.0390938	25.5795	1.71226	1.71226	1.71226	1.71226	1.71226	1.71226	1.712264	2.25245	2.25245	0.00856893	0.0775161	0.00875309	0.0139226	0.0410264	0.00856893	0.127852	0.0738204	0.0792903	0.00755906	0.0775161	0.127852	0.297337	0.0673134	0.0589699	0.00875309	0.0738204	0.297337	0.139639	0.0230465	0.0139226	0.0792903	0.0673134	0.139639	0.0984154	0.0410264	0.00755906	0.0589699	0.0230465	0.0984154	4.806289
