Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
126	-1425.526	-1397.62	-27.90603	2.212161	0.00202744	0.00202744	0.00202744	0.00202744	0.00202744	0.00202744	3.49644	3.49644	3.49644	3.49644	3.49644	3.49644	0.00115905	1.99884	0.0240803	41.5278	1.74923	1.74923	1.74923	1.74923	1.74923	1.74923	1.749233	2.21216	2.21216	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.09559537	5.524714
127	-1427.549	-1398.023	-29.52529	2.180619	0.000446452	0.000446452	0.000446452	0.000446452	0.000446452	0.000446452	3.50138	3.50138	3.50138	3.50138	3.50138	3.50138	0.000254983	1.99975	0.0112919	88.5589	1.75091	1.75091	1.75091	1.75091	1.75091	1.75091	1.750913	2.18062	2.18062	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.09559537	6.647496
128	-1424.716	-1399.577	-25.13923	2.057899	0.00578376	0.00578376	0.00578376	0.00578376	0.00578376	0.00578376	3.40721	3.40721	3.40721	3.40721	3.40721	3.40721	0.00338927	1.99661	0.0412008	24.2713	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.0579	2.0579	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.0955954	0.09559537	4.728458
129	-1424.293	-1399.821	-24.47199	2.071071	0.010891	0.010891	0.010891	0.010891	0.010891	0.010891	3.4021	3.4021	3.4021	3.4021	3.4021	3.4021	0.00638209	1.99362	0.0565797	17.6742	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.07107	2.07107	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	0.0968059	4.25819
130	-1425.68	-1400.177	-25.50232	2.175396	0.010891	0.010891	0.010891	0.010891	0.010891	0.010891	3.4021	3.4021	3.4021	3.4021	3.4021	3.4021	0.00638209	1.99362	0.0565797	17.6742	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.1754	2.1754	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.106622	0.1066223	4.25819
131	-1426.715	-1397.418	-29.29726	2.175396	0.000522277	0.000522277	0.000522277	0.000522277	0.000522277	0.000522277	3.41247	3.41247	3.41247	3.41247	3.41247	3.41247	0.000306053	1.99969	0.0123713	80.8321	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.1754	2.1754	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.103818	0.1038177	6.512143
132	-1423.359	-1397.601	-25.75846	2.175396	0.00844111	0.00844111	0.00844111	0.00844111	0.00844111	0.00844111	3.40455	3.40455	3.40455	3.40455	3.40455	3.40455	0.00494646	1.99505	0.0497932	20.0831	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.1754	2.1754	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.09942891	4.447624
133	-1423.9	-1396.775	-27.12475	2.175396	0.00285004	0.00285004	0.00285004	0.00285004	0.00285004	0.00285004	3.41014	3.41014	3.41014	3.41014	3.41014	3.41014	0.00167011	1.99833	0.0289094	34.5908	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.1754	2.1754	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.0994289	0.09942891	5.253732
134	-1425.678	-1398.068	-27.61005	2.296633	0.00486498	0.00486498	0.00486498	0.00486498	0.00486498	0.00486498	3.40812	3.40812	3.40812	3.40812	3.40812	3.40812	0.00285086	1.99715	0.0377818	26.4678	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.29663	2.29663	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.106467	0.1064673	4.856898
135	-1428.565	-1406.139	-22.42623	1.988668	0.0293589	0.0293589	0.0293589	0.0293589	0.0293589	0.0293589	3.38363	3.38363	3.38363	3.38363	3.38363	3.38363	0.0172042	1.9828	0.0931491	10.7355	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	1.98867	1.98867	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.0913634	0.09136338	3.519036
136	-1427.999	-1405.463	-22.53617	1.988668	0.0293589	0.0293589	0.0293589	0.0293589	0.0293589	0.0293589	3.38363	3.38363	3.38363	3.38363	3.38363	3.38363	0.0172042	1.9828	0.0931491	10.7355	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	1.98867	1.98867	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.1035432	3.519036
137	-1425.409	-1400.735	-24.67401	2.201088	0.0246699	0.0246699	0.0246699	0.0246699	0.0246699	0.0246699	3.38832	3.38832	3.38832	3.38832	3.38832	3.38832	0.0144565	1.98554	0.085328	11.7195	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.20109	2.20109	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.103543	0.1035432	3.649058
138	-1424.13	-1398.062	-26.06807	2.201088	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	3.40542	3.40542	3.40542	3.40542	3.40542	3.40542	0.00443641	1.99556	0.0471501	21.2089	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.20109	2.20109	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.09285319	4.528488
139	-1424.434	-1397.15	-27.28387	2.335776	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	3.40542	3.40542	3.40542	3.40542	3.40542	3.40542	0.00443641	1.99556	0.0471501	21.2089	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.33578	2.33578	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.09285319	4.528488
140	-1425.575	-1397.28	-28.2949	2.447781	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	3.40542	3.40542	3.40542	3.40542	3.40542	3.40542	0.00443641	1.99556	0.0471501	21.2089	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.44778	2.44778	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.0928532	0.09285319	4.528488
141	-1423.903	-1397.975	-25.92838	2.176138	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	0.0075707	3.40542	3.40542	3.40542	3.40542	3.40542	3.40542	0.00443641	1.99556	0.0471501	21.2089	1.70649	1.70649	1.70649	1.70649	1.70649	1.70649	1.706495	2.17614	2.17614	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.1023278	4.528488
142	-1425.163	-1397.61	-27.55315	2.353059	0.00778374	0.00778374	0.00778374	0.00778374	0.00778374	0.00778374	3.50125	3.50125	3.50125	3.50125	3.50125	3.50125	0.00443641	1.99556	0.0471501	21.2089	1.75452	1.75452	1.75452	1.75452	1.75452	1.75452	1.754515	2.35306	2.35306	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.1023278	4.528488
143	-1425.163	-1397.61	-27.55315	2.353059	0.00778374	0.00778374	0.00778374	0.00778374	0.00778374	0.00778374	3.50125	3.50125	3.50125	3.50125	3.50125	3.50125	0.00443641	1.99556	0.0471501	21.2089	1.75452	1.75452	1.75452	1.75452	1.75452	1.75452	1.754515	2.35306	2.35306	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.1023278	4.528488
144	-1427.451	-1401.001	-26.45081	2.084104	0.00271437	0.00271437	0.00271437	0.00271437	0.00271437	0.00271437	3.50632	3.50632	3.50632	3.50632	3.50632	3.50632	0.00154708	1.99845	0.0278233	35.9411	1.75452	1.75452	1.75452	1.75452	1.75452	1.75452	1.754515	2.0841	2.0841	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.102328	0.1023278	5.310505
145	-1426.787	-1398.817	-27.97016	2.487144	0.0145431	0.0145431	0.0145431	0.0145431	0.0145431	0.0145431	3.46093	3.46093	3.46093	3.46093	3.46093	3.46093	0.00836895	1.99163	0.0648233	15.4266	1.73774	1.73774	1.73774	1.73774	1.73774	1.73774	1.737739	2.48714	2.48714	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.1041206	4.056533
146	-1428.426	-1405.356	-23.06969	2.064894	0.0343992	0.0343992	0.0343992	0.0343992	0.0343992	0.0343992	3.44108	3.44108	3.44108	3.44108	3.44108	3.44108	0.0197954	1.9802	0.0999832	10.0017	1.73774	1.73774	1.73774	1.73774	1.73774	1.73774	1.737739	2.06489	2.06489	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.104121	0.1041206	3.414067
147	-1425.616	-1398.669	-26.94667	2.308349	0.00919591	0.00919591	0.00919591	0.00919591	0.00919591	0.00919591	3.46628	3.46628	3.46628	3.46628	3.46628	3.46628	0.00529188	1.99471	0.0515069	19.4149	1.73774	1.73774	1.73774	1.73774	1.73774	1.73774	1.737739	2.30835	2.30835	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.105518	0.1055179	4.397457
148	-1424.264	-1396.807	-27.45717	2.374343	0.00919591	0.00919591	0.00919591	0.00919591	0.00919591	0.00919591	3.46628	3.46628	3.46628	3.46628	3.46628	3.46628	0.00529188	1.99471	0.0515069	19.4149	1.73774	1.73774	1.73774	1.73774	1.73774	1.73774	1.737739	2.37434	2.37434	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.0960786	0.09607863	4.397457
149	-1425.813	-1401.445	-24.36852	2.093587	0.0140103	0.0140103	0.0140103	0.0140103	0.0140103	0.0140103	3.46147	3.46147	3.46147	3.46147	3.46147	3.46147	0.00806238	1.99194	0.06362	15.7183	1.73774	1.73774	1.73774	1.73774	1.73774	1.73774	1.737739	2.09359	2.09359	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.09346476	4.084313
150	-1425.917	-1401.723	-24.19412	2.093587	0.0160867	0.0160867	0.0160867	0.0160867	0.0160867	0.0160867	3.45939	3.45939	3.45939	3.45939	3.45939	3.45939	0.00925728	1.99074	0.0681921	14.6645	1.73774	1.73774	1.73774	1.73774	1.73774	1.73774	1.737739	2.09359	2.09359	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.09346476	3.981419
151	-1427.217	-1397.94	-29.27682	2.569247	0.00857121	0.00857121	0.00857121	0.00857121	0.00857121	0.00857121	3.45965	3.45965	3.45965	3.45965	3.45965	3.45965	0.00494271	1.99506	0.0497743	20.0907	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.56925	2.56925	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.09346476	4.448187
152	-1424.908	-1396.852	-28.05595	2.387994	0.00616324	0.00616324	0.00616324	0.00616324	0.00616324	0.00616324	3.46206	3.46206	3.46206	3.46206	3.46206	3.46206	0.00355412	1.99645	0.0421927	23.7008	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.38799	2.38799	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.0934648	0.09346476	4.693189
153	-1424.106	-1396.945	-27.1605	2.287542	0.00616324	0.00616324	0.00616324	0.00616324	0.00616324	0.00616324	3.46206	3.46206	3.46206	3.46206	3.46206	3.46206	0.00355412	1.99645	0.0421927	23.7008	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.28754	2.28754	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.0947174	0.09471736	4.693189
154	-1424.081	-1398.18	-25.90109	2.201639	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	3.45876	3.45876	3.45876	3.45876	3.45876	3.45876	0.0054529	1.99455	0.0522867	19.1253	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.20164	2.20164	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.100811	0.1008109	4.375178
155	-1423.972	-1398.077	-25.89501	2.201639	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	3.45876	3.45876	3.45876	3.45876	3.45876	3.45876	0.0054529	1.99455	0.0522867	19.1253	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.20164	2.20164	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	0.100138	4.375178
156	-1423.991	-1397.157	-26.83413	2.310544	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	3.45876	3.45876	3.45876	3.45876	3.45876	3.45876	0.0054529	1.99455	0.0522867	19.1253	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.31054	2.31054	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.09527141	4.375178
157	-1424.486	-1399.15	-25.33547	2.144518	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	3.45876	3.45876	3.45876	3.45876	3.45876	3.45876	0.0054529	1.99455	0.0522867	19.1253	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.14452	2.14452	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.0952714	0.09527141	4.375178
158	-1425.8	-1401.424	-24.37657	2.035928	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	0.00945593	3.45876	3.45876	3.45876	3.45876	3.45876	3.45876	0.0054529	1.99455	0.0522867	19.1253	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.03593	2.03593	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.09763333	4.375178
159	-1426.201	-1395.327	-30.87361	2.447241	0.00103368	0.00103368	0.00103368	0.00103368	0.00103368	0.00103368	3.46719	3.46719	3.46719	3.46719	3.46719	3.46719	0.000596084	1.9994	0.0172665	57.9157	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.44724	2.44724	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.09763333	6.017866
160	-1425.384	-1396.619	-28.76507	2.213653	0.00103368	0.00103368	0.00103368	0.00103368	0.00103368	0.00103368	3.46719	3.46719	3.46719	3.46719	3.46719	3.46719	0.000596084	1.9994	0.0172665	57.9157	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.21365	2.21365	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.09763333	6.017866
161	-1424.635	-1395.618	-29.01691	2.390702	0.00301646	0.00301646	0.00301646	0.00301646	0.00301646	0.00301646	3.4652	3.4652	3.4652	3.4652	3.4652	3.4652	0.00173949	1.99826	0.0295042	33.8934	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.3907	2.3907	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.0976333	0.09763333	5.223536
162	-1425.544	-1395.422	-30.12212	2.435286	0.00172299	0.00172299	0.00172299	0.00172299	0.00172299	0.00172299	3.4665	3.4665	3.4665	3.4665	3.4665	3.4665	0.000993589	1.99901	0.0222944	44.8543	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.43529	2.43529	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.0974842	0.09748419	5.638957
163	-1424.797	-1396.516	-28.28113	2.231873	0.00172299	0.00172299	0.00172299	0.00172299	0.00172299	0.00172299	3.4665	3.4665	3.4665	3.4665	3.4665	3.4665	0.000993589	1.99901	0.0222944	44.8543	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.23187	2.23187	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.09694803	5.638957
164	-1425.591	-1395.457	-30.13305	2.437033	0.00172299	0.00172299	0.00172299	0.00172299	0.00172299	0.00172299	3.4665	3.4665	3.4665	3.4665	3.4665	3.4665	0.000993589	1.99901	0.0222944	44.8543	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.43703	2.43703	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.09694803	5.638957
165	-1424.212	-1396.528	-27.6838	2.247355	0.00309661	0.00309661	0.00309661	0.00309661	0.00309661	0.00309661	3.46512	3.46512	3.46512	3.46512	3.46512	3.46512	0.0017857	1.99821	0.029894	33.4516	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	1.73411	2.24736	2.24736	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.096948	0.09694803	5.20408
